ID,pLDDT
AF-A0A819LUJ0-F1,32.96
AF-A0A1H0ZI80-F1,60.25
AF-A0A224VKH4-F1,31.41
AF-A0A330EQN8-F1,46.67
AF-A0A7S3RYS8-F1,36.51
AF-A0A7V3CXC1-F1,47.92
AF-A0A4P6JME8-F1,38.34
AF-A0A403MNV3-F1,44.10
AF-A0A5K0X8V9-F1,48.63
AF-A0A350KIM4-F1,59.79
AF-E9GRN9-F1,43.03
AF-A0A4R2X175-F1,73.26
AF-A0A535KDJ6-F1,64.59
AF-A0A5E7KWP8-F1,37.61
AF-A0A484TSN9-F1,79.29
AF-S7U3B2-F1,81.69
AF-A0A353GFK9-F1,37.56
AF-A0A7J2I4P6-F1,57.44
AF-A0A0L7L3L9-F1,38.03
AF-A0A0S7ZH79-F1,42.68
AF-L0B031-F1,43.79
AF-Q4EAS1-F1,73.73
AF-A0A1F5X212-F1,34.56
AF-A0A7S3WZJ2-F1,36.55
AF-A2DAL6-F1,31.15
AF-A0A836X0S8-F1,45.25
AF-A0A7R6R8K0-F1,31.87
AF-A0A2V7S4M7-F1,32.71
AF-A0A558BF60-F1,78.45
AF-A0A1G8J9F3-F1,50.68
AF-A0A838GL92-F1,64.91
AF-T0G8S5-F1,80.09
AF-A0A7J9NL31-F1,37.52
AF-A0A830GWR5-F1,82.15
AF-A0A3D1QTD5-F1,42.09
AF-E2CB57-F1,65.82
AF-M1WB86-F1,86.03
AF-A0A4D4J1H3-F1,49.33
AF-A0A0F9XHQ8-F1,55.83
AF-A0A7W6BRX4-F1,48.45
AF-A0A7R9BB38-F1,41.05
AF-A0A386C8X3-F1,36.78
AF-A0A2X2K0S1-F1,37.95
AF-A0A1M7YKG8-F1,33.37
AF-A0A379WGV2-F1,33.59
AF-A0A1A0HG11-F1,39.70
AF-X6ELY5-F1,62.82
AF-A0A2P7RKN9-F1,63.77
AF-A0A0M3C5S7-F1,46.35
AF-D5DE99-F1,73.05
AF-A0A6V8PWA8-F1,33.35
AF-A0A7H8S891-F1,63.03
AF-A0A326KTM1-F1,64.22
AF-A0A1M5SIC2-F1,35.87
AF-A0A7L4QPV6-F1,59.06
AF-A0A6C6Z3G5-F1,87.36
AF-A0A0P9CLY2-F1,52.40
AF-A0A2N0WYE0-F1,42.46
AF-A0A519S4D4-F1,44.73
AF-C8X9L9-F1,63.18
AF-A0A251UH49-F1,73.20
AF-A0A4Y8QDC1-F1,49.27
AF-A0A090KY53-F1,64.31
AF-C1N001-F1,84.39
AF-A0A2U1M9V4-F1,36.78
AF-A0A1M2YG70-F1,40.93
AF-E3N9Q1-F1,65.85
AF-A0A7L5BGV9-F1,43.35
AF-A0A4Y9VS95-F1,73.48
AF-A0A7V4LF75-F1,37.54
AF-R7V6F4-F1,46.46
AF-B6Z5U9-F1,54.97
AF-F0X8N1-F1,64.72
AF-A0A1J5DY20-F1,65.33
AF-A0A830BJ45-F1,73.90
AF-A0A7Y5MPI7-F1,46.68
AF-A0A833G3A0-F1,45.89
AF-A0A512HDF9-F1,54.06
AF-A0A7T8HJW6-F1,45.07
AF-A0A7Y0L4T0-F1,53.08
AF-A0A7W4HY45-F1,80.14
AF-A0A7J4LEH1-F1,37.65
AF-E3MV22-F1,68.88
AF-A0A538RQC3-F1,44.22
AF-A0A2H6JXX4-F1,53.99
AF-A0A351QVX6-F1,65.78
AF-A0A367ZQF3-F1,44.75
AF-A0A1X7G900-F1,77.76
AF-A0A4Y2HUL4-F1,35.68
AF-A0A081D8N0-F1,66.75
AF-A0A268QV39-F1,60.72
AF-A0A2X2RVK2-F1,33.51
AF-A0A2T1G7L4-F1,43.04
AF-A0A820VM36-F1,45.72
AF-A0A4Y2PXS8-F1,52.44
AF-A0A7W6WMB9-F1,50.25
AF-A0A359LSJ6-F1,41.39
AF-H1LZV8-F1,51.78
AF-A0A0G0RNR7-F1,58.28
AF-A0A2X4ZJ05-F1,54.68
AF-A0A1R4HBK2-F1,44.52
AF-A0A4U0XYH5-F1,52.39
AF-A0A2D0N3F2-F1,61.11
AF-A0A659YW17-F1,41.26
AF-A0A7G2D3G8-F1,59.19
AF-A0A0S8F2M4-F1,53.26
AF-A0A7I7MAK3-F1,40.93
AF-A0A402BT90-F1,65.78
AF-A0A243QKD0-F1,33.61
AF-A0A0F4GIN6-F1,63.54
AF-A0A3R7A8B6-F1,34.81
AF-A0A2V4DH31-F1,39.48
AF-A0A821LD74-F1,61.70
AF-A0A7U3UYC5-F1,52.03
AF-A0A0L0EZG1-F1,36.27
AF-A0A816P1S3-F1,52.96
AF-F1KY61-F1,48.30
AF-I2CRY6-F1,37.11
AF-A0A0G1MNP0-F1,49.11
AF-A0A484ZDC6-F1,34.68
AF-A0A6I1Z303-F1,43.80
AF-A0A0C1GA59-F1,32.19
AF-A0A336N412-F1,37.16
AF-A0A1I5X559-F1,49.24
AF-A0A381WRP1-F1,44.72
AF-A0A6V7UWU6-F1,47.24
AF-A0A2R6K291-F1,67.95
AF-A0A4R4DV40-F1,54.03
AF-W4JQT6-F1,30.27
AF-A0A5C3M7W1-F1,75.32
AF-A0A6A0BAF0-F1,58.84
AF-A0A812PRT4-F1,47.63
AF-A0A7C6BAG8-F1,34.02
AF-A0A6A0A6Q7-F1,65.63
AF-A0A2N9FUQ6-F1,39.45
AF-A0A7V0S201-F1,38.52
AF-A0A847GG62-F1,55.86
AF-H7BYF7-F1,79.25
AF-A0A835H940-F1,53.28
AF-A0A0A9WZV4-F1,31.91
AF-A0A2V9RIE0-F1,52.51
AF-A0A1S8M8R4-F1,34.55
AF-A0A7V9K3I4-F1,35.64
AF-E8UBI5-F1,67.09
AF-A0A838YMJ9-F1,40.01
AF-A0A099L4Q0-F1,41.01
AF-A0A7S1C8G2-F1,47.24
AF-F0EH29-F1,62.71
AF-A0A7Z9VMC3-F1,68.81
AF-A0A6V7JJ54-F1,71.98
AF-A0A2G1MBX3-F1,71.30
AF-A0A3D8P8T0-F1,78.36
AF-A0A1V5LYA5-F1,72.76
AF-A0A7Y5UA25-F1,37.93
AF-A0A384KKT6-F1,70.62
AF-A0A080YWB0-F1,40.50
AF-A0A7G9Z2M5-F1,56.23
AF-T1BQ88-F1,29.53
AF-A0A0K8ME89-F1,75.92
AF-A0A498T2L0-F1,27.00
AF-A0A7K4F708-F1,59.28
AF-A0A2D3WEF6-F1,49.63
AF-A0A531LIX3-F1,39.27
AF-A0A485K6L2-F1,46.95
AF-A0A2E9SZI5-F1,57.58
AF-A0A0E2IWU3-F1,40.11
AF-A0A7C3JUD8-F1,47.09
AF-W1XR28-F1,47.22
AF-X1BCD7-F1,42.27
AF-A0A1Y2FSV1-F1,33.06
AF-A0A2U2SFU3-F1,41.10
AF-V2YIC2-F1,35.36
AF-A0A840NUN5-F1,39.55
AF-A0A3D5ABU5-F1,33.93
AF-A0A7W7RR50-F1,65.98
AF-A0A7L8V679-F1,38.64
AF-A0A5K1BLG8-F1,50.71
AF-A0A7J6S601-F1,52.72
AF-A0A392STT1-F1,42.83
AF-A0A7Y1X438-F1,49.58
AF-A0A133N3P0-F1,76.21
AF-L5N2V4-F1,82.43
AF-A0A0F9S7T3-F1,40.33
AF-A0A381NYU8-F1,35.99
AF-A0A420I7J6-F1,41.48
AF-A0A838VVV5-F1,75.21
AF-A0A1X7V7M1-F1,51.17
AF-A0A816B5M9-F1,39.63
AF-A0A6B3IEC8-F1,74.08
AF-A0A2M7ERR9-F1,46.62
AF-A0A3A8NSX3-F1,49.69
AF-A0A554TV50-F1,86.43
AF-A0A067BRB5-F1,44.02
AF-A0A351FNR2-F1,42.06
AF-A0A2P2IC52-F1,39.26
AF-A0A484P313-F1,25.32
AF-A0A2N9LLC3-F1,38.73
AF-A0A3B8UPZ3-F1,46.55
AF-A0A2P5DTT9-F1,31.38
AF-A0A2D6KTW7-F1,73.11
AF-E6Q3L3-F1,46.86
AF-A0A564Y7B2-F1,39.76
AF-A0A1F6B0D1-F1,40.59
AF-A0A7J4BUY1-F1,29.69
AF-A0A4Z1AWX7-F1,39.79
AF-A0A090TDU8-F1,48.38
AF-A0A7X6YT87-F1,45.47
AF-A0A6G1NKW2-F1,56.15
AF-A0A537XKC7-F1,44.73
AF-A0A7Y3JFE2-F1,45.16
AF-D6SLS7-F1,56.47
AF-N1LES8-F1,40.81
AF-A0A3L7HS65-F1,48.06
AF-A0A7C3CSV4-F1,57.61
AF-A0A4S0XKG3-F1,52.13
AF-A0A5J5CH53-F1,77.00
AF-A0A809SMI5-F1,61.23
AF-A0A2W0B877-F1,42.59
AF-A0A1V1W0G2-F1,48.50
AF-A0A1G0ZD41-F1,39.47
AF-A0A7X7T6G6-F1,31.55
AF-X1CEW9-F1,85.57
AF-A0A2G5I188-F1,59.13
AF-A0A0N5CBN8-F1,37.66
AF-A0A0C9V4M1-F1,71.54
AF-A0A2V5K666-F1,53.55
AF-A0A2B6JH55-F1,45.28
AF-A0A660TV00-F1,46.92
AF-A0A0C2MRA0-F1,49.35
AF-A0A314YP61-F1,37.39
AF-A0A2G1Z3T0-F1,45.99
AF-A0A1A8N2D1-F1,36.67
AF-W6NA44-F1,47.39
AF-A0A0Q5XEY0-F1,40.63
AF-A0A2V6YT65-F1,34.35
AF-A0A5S3YKE8-F1,31.68
AF-A0A6P8JNU8-F1,52.23
AF-A0A840ELA8-F1,33.01
AF-A0A1I2X5I5-F1,50.32
AF-A0A6S7HLZ3-F1,64.00
AF-A0A7W8W567-F1,40.98
AF-A0A3C1G1P3-F1,81.16
AF-A0A1J5QPG2-F1,36.76
AF-A0A0P0V5Y0-F1,35.78
AF-K7RK56-F1,48.20
AF-H3C3T1-F1,34.31
AF-A0A099ZG18-F1,79.14
AF-A0A413GXF1-F1,29.73
AF-A0A6I3TSF5-F1,40.83
AF-A0A6P0S651-F1,52.99
AF-A0A7J9N6L6-F1,82.01
AF-A0A519PI06-F1,28.27
AF-A0A7V4Q644-F1,48.07
AF-A0A2B8J9V3-F1,46.84
AF-A0A7X8AZV9-F1,42.45
AF-A0A7J6QZG2-F1,43.67
AF-A0A495ZFI3-F1,60.45
AF-A0A512HSR5-F1,65.75
AF-A0A7S2JPU8-F1,43.17
AF-S4ATI4-F1,74.01
AF-A0A6G7Z2T4-F1,40.27
AF-A0A1Q9PHR5-F1,34.31
AF-T0RS85-F1,38.92
AF-A0A432SH61-F1,59.68
AF-A0A7W8CIS8-F1,56.74
AF-A0A7S1JD18-F1,61.54
AF-A0A2W7AV62-F1,37.16
AF-A0A4P7RVV0-F1,47.43
AF-A0A7J4IH20-F1,52.72
AF-A0A1D6P7G0-F1,73.22
AF-A0A7Y5WJ84-F1,56.92
AF-A0A0A1D1U7-F1,74.38
AF-A0A6F9X348-F1,45.45
AF-A0A0S7MIW0-F1,40.23
AF-A0A1U8NJU1-F1,29.97
AF-A0A6B2G6J9-F1,44.81
AF-A0A558IEW6-F1,43.23
AF-A0A839GQI8-F1,53.37
AF-A0A521UXW8-F1,63.29
AF-A0A2N1DSM6-F1,65.24
AF-D5QBB1-F1,55.71
AF-A0A0F0LCX4-F1,61.10
AF-A0A6B8RK86-F1,56.10
AF-A0A1G6EIZ9-F1,48.59
AF-A0A355T1Q4-F1,47.12
AF-A0A4S0IAV6-F1,37.16
AF-T1HWS3-F1,56.70
AF-A0A6V7I298-F1,33.29
AF-A0A832H160-F1,38.39
AF-A0A524JH57-F1,36.47
AF-A0A3C1BN36-F1,61.60
AF-A0A2R6QQ54-F1,43.94
AF-A0A1Y3X2Q8-F1,47.67
AF-A0A1M7R644-F1,35.45
AF-A0A0K2UJC2-F1,66.60
AF-A0A3E0N3T5-F1,45.40
AF-H1LFN5-F1,36.55
AF-A0A654ZMF8-F1,70.27
AF-A0A1W5DR73-F1,84.42
AF-A0A0D2JG74-F1,48.96
AF-A0A034WSI0-F1,45.72
AF-A0A3M6XVU1-F1,34.39
AF-B9TFM1-F1,47.73
AF-A0A1H1TKY1-F1,47.20
AF-A0A0R0LUI7-F1,72.78
AF-A0A381NST7-F1,43.60
AF-A0A7W0L155-F1,64.71
AF-A0A267FWY4-F1,29.44
AF-A0A2P6Q2I3-F1,43.08
AF-A0A444S7M2-F1,31.84
AF-A0A259J2H2-F1,41.41
AF-A0A5C3M3H4-F1,61.44
AF-A0A7S2QKH8-F1,41.02
AF-A0A6V8EDF8-F1,40.31
AF-A0A3D2X6J1-F1,55.13
AF-A0A536SVJ4-F1,30.78
AF-A0A1M7H687-F1,60.52
AF-A0A2E3HUS5-F1,55.42
AF-A0A556UED6-F1,51.22
AF-A0A3B6NXG1-F1,53.04
AF-A0A1B6NX12-F1,41.48
AF-A0A4Q3G3R2-F1,39.21
AF-A0A534V5D6-F1,33.36
AF-A0A359MCD6-F1,56.59
AF-A0A7G9YWN2-F1,54.02
AF-A0A540V781-F1,62.10
AF-A0A382Z0I4-F1,34.46
AF-A0A1Y3S2Q3-F1,66.24
AF-A0A402FGV5-F1,51.18
AF-A0A7C3FJ46-F1,40.82
AF-A0A2X0M3K3-F1,57.03
AF-A0A6P0TRC5-F1,42.32
AF-A0A137QL66-F1,69.05
AF-A0A7S4V5K7-F1,46.77
AF-E7G4B8-F1,35.21
AF-A0A534U6D8-F1,43.36
AF-A0A5N9CSR4-F1,36.19
AF-X0UXX5-F1,46.83
AF-A0A7S2DK77-F1,36.55
AF-A0A7S2S274-F1,37.66
AF-A0A2A7U0K4-F1,46.86
AF-A0A7S3F2L8-F1,56.97
AF-A0A2K1J7F7-F1,76.52
AF-A0A442UPB2-F1,44.43
AF-K2DS48-F1,40.14
AF-A0A5K1C8V1-F1,54.23
AF-A0A812YM64-F1,41.29
AF-A0A0A9TXR0-F1,65.51
AF-A0A3D5AVD5-F1,36.17
AF-X1AZ52-F1,76.26
AF-A0A257Q207-F1,59.60
AF-A0A7L5SM42-F1,59.10
AF-A0A367G448-F1,52.22
AF-A0A7J2J7Z3-F1,34.62
AF-A0A0F8ZA58-F1,41.49
AF-A0A6H5GDX5-F1,47.14
AF-A0A7J9AF42-F1,33.60
AF-A0A841ZB47-F1,46.46
AF-A0A0E9P6J2-F1,81.91
AF-A0A022QP81-F1,56.71
AF-A0A7Y4MG72-F1,49.77
AF-A0A0K9R426-F1,47.31
AF-R9UL48-F1,57.13
AF-A0A453C1P2-F1,70.33
AF-A0A6M8BDN4-F1,41.98
AF-H3H3R0-F1,51.80
AF-A0A2V5NMJ2-F1,45.08
AF-A0A6N8XWW7-F1,41.96
AF-A0A0N4XBJ0-F1,56.01
AF-A0A5A9PN70-F1,39.72
AF-W9V0A8-F1,36.09
AF-A0A2S9IXR6-F1,38.29
AF-A0A257TGQ0-F1,50.00
AF-N0BBN3-F1,47.52
AF-A0A3P1YER9-F1,40.34
AF-W9ZB35-F1,38.72
AF-A0A2H0LW71-F1,41.36
AF-A0A1Q8E7D6-F1,34.75
AF-A0A418RSA4-F1,46.39
AF-A0A527H248-F1,34.15
AF-A0A4U9TFA6-F1,60.77
AF-A0A7S2Z7V7-F1,39.50
AF-A0A3D5FQM5-F1,48.19
AF-A0A7C1V5G6-F1,66.90
AF-R1E8Y0-F1,43.36
AF-A0A4U0Z3N9-F1,43.63
AF-K6YH96-F1,78.35
AF-A0A183EP00-F1,61.15
AF-A0A0F8WHU1-F1,39.84
AF-A0A401K267-F1,37.12
AF-A0A7S3HJ07-F1,34.93
AF-A0A402FV61-F1,52.70
AF-A0A2S8K530-F1,34.04
AF-A0A4R3PVS5-F1,61.66
AF-A0A0F9LLG3-F1,45.41
AF-F7SLZ7-F1,36.88
AF-A0A2S4GUJ6-F1,49.49
AF-A0A5J4P8V5-F1,79.54
AF-A0A1X6YDH4-F1,58.04
AF-A0A2V3I2G5-F1,28.89
AF-A0A699XRD6-F1,83.87
AF-A0A7Y0M0A9-F1,37.26
AF-A0A2G2LLF9-F1,49.39
AF-A0A661DB33-F1,66.20
AF-A0A1V2Z9P5-F1,65.22
AF-A0A6A0GQA4-F1,33.57
AF-A0A820I3P8-F1,40.09
AF-A0A1I0C157-F1,63.23
AF-A0A518HBP3-F1,45.88
AF-A0A0B7K6U5-F1,37.24
AF-A0A087U7Y0-F1,31.67
AF-W2YLR8-F1,60.26
AF-A0A556V1Q8-F1,35.45
AF-A0A0D2MXF2-F1,37.30
AF-A0A419W7G3-F1,51.22
AF-A0A397SUP4-F1,65.36
AF-A0A821QD24-F1,66.56
AF-A0A561TU30-F1,41.97
AF-A0A848XLZ2-F1,59.14
AF-A0A6B0SDY1-F1,45.06
AF-A0A1R3G920-F1,77.42
AF-U1N4D9-F1,52.77
AF-A0A840YR84-F1,82.07
AF-A0A315VTW4-F1,58.16
AF-A0A812JRI4-F1,41.21
AF-A0A495YUY2-F1,80.89
AF-A0A7C6JII8-F1,42.35
AF-A0A7V8YEA1-F1,34.47
AF-W1Y591-F1,48.79
AF-A0A6I9N0C2-F1,35.72
AF-X1QM18-F1,50.10
AF-A0A538EV14-F1,43.34
AF-A0A094CJ59-F1,55.33
AF-G3Q377-F1,54.06
AF-A0A5J4UPB1-F1,52.52
AF-A0A1W0VL01-F1,37.45
AF-A0A0R1GYU7-F1,49.97
AF-A0A1I8B2J4-F1,41.22
AF-A0A317BNN0-F1,35.73
AF-A0A174S834-F1,78.91
AF-A0A496MZR8-F1,53.51
AF-A0A7R9TP45-F1,66.26
AF-A0A433NM79-F1,43.31
AF-A0A2G5K7X4-F1,54.78
AF-A0A5A5TLM6-F1,41.92
AF-A0A645EBM8-F1,50.83
AF-A0A5N5GEE5-F1,36.85
AF-A0A3A5S478-F1,36.28
AF-A0A0F9TZ47-F1,40.77
AF-A0A829GJ55-F1,44.60
AF-A0A3D1HBI3-F1,38.04
AF-A0A3B6XZK8-F1,65.60
AF-A0A6I5G1W0-F1,41.52
AF-A0A813LGG5-F1,39.74
AF-A0A439MVD7-F1,67.09
AF-A0A061GND5-F1,40.65
AF-A0A379SNN5-F1,63.69
AF-A0A0P0W7D7-F1,44.73
AF-A0A838CKZ4-F1,32.29
AF-A0A2H3E5S3-F1,48.88
AF-A0A0G1WYU6-F1,63.79
AF-F6Z524-F1,62.40
AF-A0A1J3EP11-F1,35.82
AF-K0JV86-F1,80.57
AF-V5H8Y8-F1,50.17
AF-A0A0D6JQJ1-F1,57.61
AF-A0A256YFJ9-F1,44.32
AF-X1VBY5-F1,83.39
AF-A0A4R8HZH2-F1,74.02
AF-C5LKW3-F1,33.68
AF-A0A6L5I2Z6-F1,43.48
AF-A0A6N7GT48-F1,30.47
AF-A0A435IHH7-F1,45.60
AF-A0A6P0J0E2-F1,42.71
