ID,pLDDT
AF-A0A7S2S274-F1,30.06
AF-A0A7S4V5K7-F1,32.68
AF-A0A5N9CSR4-F1,41.18
AF-A0A534U6D8-F1,45.49
AF-A0A7S2DK77-F1,41.57
AF-A0A7S3F2L8-F1,52.70
AF-A0A2A7U0K4-F1,42.60
AF-W2YLR8-F1,62.43
AF-A0A2X0M3K3-F1,57.33
AF-A0A7C3FJ46-F1,32.73
AF-A0A137QL66-F1,49.13
AF-A0A6P0TRC5-F1,46.23
AF-A0A7L5SM42-F1,64.00
AF-A0A257Q207-F1,59.24
AF-A0A841ZB47-F1,48.33
AF-A0A7J9AF42-F1,45.08
AF-A0A367G448-F1,56.75
AF-A0A7J2J7Z3-F1,59.58
AF-A0A6H5GDX5-F1,47.11
AF-A0A0F8ZA58-F1,35.31
AF-A0A5K1C8V1-F1,48.04
AF-A0A812YM64-F1,44.24
AF-A0A2K1J7F7-F1,66.78
AF-A0A442UPB2-F1,42.80
AF-F7SLZ7-F1,41.40
AF-A0A3D5AVD5-F1,34.87
AF-A0A0A9TXR0-F1,68.81
AF-A0A3D2X6J1-F1,54.17
AF-A0A6V8EDF8-F1,39.65
AF-A0A259J2H2-F1,35.35
AF-A0A5C3M3H4-F1,57.35
AF-A0A7S2QKH8-F1,39.84
AF-K6YH96-F1,78.86
AF-A0A556UED6-F1,52.50
AF-A0A3B6NXG1-F1,50.59
AF-R1E8Y0-F1,41.15
AF-A0A536SVJ4-F1,51.78
AF-A0A2E3HUS5-F1,79.68
AF-A0A1M7H687-F1,72.99
AF-A0A7W0L155-F1,66.88
AF-A0A0R0LUI7-F1,73.98
AF-A0A1H1TKY1-F1,54.43
AF-A0A381NST7-F1,40.25
AF-A0A444S7M2-F1,28.09
AF-A0A267FWY4-F1,34.59
AF-A0A2P6Q2I3-F1,49.93
AF-W9ZB35-F1,34.17
AF-A0A359MCD6-F1,44.83
AF-N0BBN3-F1,44.11
AF-A0A7G9YWN2-F1,46.69
AF-A0A534V5D6-F1,38.67
AF-W9V0A8-F1,35.61
AF-A0A540V781-F1,57.45
AF-A0A382Z0I4-F1,35.90
AF-A0A1Y3S2Q3-F1,56.70
AF-A0A402FGV5-F1,49.56
AF-H3H3R0-F1,43.26
AF-A0A4Q3G3R2-F1,48.08
AF-R9UL48-F1,56.79
