ID,pLDDT
AF-A0A6A0A6Q7-F1,54.26
AF-A0A0A9WZV4-F1,52.01
AF-A0A835H940-F1,35.24
AF-A0A847GG62-F1,51.08
AF-A0A7V0S201-F1,49.87
AF-A0A2N9FUQ6-F1,35.14
AF-A0A5C3M7W1-F1,63.84
AF-A0A6A0BAF0-F1,78.22
AF-A0A4R4DV40-F1,46.82
AF-A0A2R6K291-F1,66.28
AF-A0A7C6BAG8-F1,47.68
AF-A0A812PRT4-F1,53.08
AF-A0A7Z9VMC3-F1,59.02
AF-A0A7S1C8G2-F1,43.77
AF-A0A838YMJ9-F1,42.42
AF-A0A1S8M8R4-F1,62.21
AF-A0A2V9RIE0-F1,50.28
AF-A0A7V9K3I4-F1,36.56
AF-F1KY61-F1,38.88
AF-I2CRY6-F1,44.12
AF-A0A099L4Q0-F1,48.25
AF-A0A0L0EZG1-F1,41.05
AF-A0A7U3UYC5-F1,42.28
AF-H7BYF7-F1,68.95
AF-W4JQT6-F1,37.47
AF-A0A2V4DH31-F1,48.77
AF-A0A3R7A8B6-F1,66.21
AF-A0A821LD74-F1,44.04
AF-A0A381WRP1-F1,43.51
AF-A0A1I5X559-F1,51.21
AF-A0A336N412-F1,41.21
AF-F0EH29-F1,79.66
AF-A0A0C1GA59-F1,40.15
AF-A0A6V7UWU6-F1,47.79
AF-A0A0G1MNP0-F1,39.96
AF-E8UBI5-F1,58.86
AF-A0A816P1S3-F1,53.34
AF-A0A6I1Z303-F1,41.28
AF-A0A484ZDC6-F1,37.96
AF-A0A485K6L2-F1,40.07
AF-A0A2E9SZI5-F1,75.72
AF-A0A531LIX3-F1,37.81
AF-T1BQ88-F1,37.33
AF-A0A2U2SFU3-F1,41.67
AF-A0A3D5ABU5-F1,39.97
AF-A0A840NUN5-F1,50.03
AF-A0A7C3JUD8-F1,41.62
AF-A0A0E2IWU3-F1,42.55
AF-A0A1Y2FSV1-F1,35.67
AF-A0A3D8P8T0-F1,89.25
AF-A0A1V5LYA5-F1,73.46
AF-A0A6V7JJ54-F1,70.93
AF-A0A2G1MBX3-F1,41.61
AF-A0A0K8ME89-F1,72.56
AF-A0A7G9Z2M5-F1,58.76
AF-A0A2D3WEF6-F1,50.61
AF-A0A7K4F708-F1,58.19
AF-V2YIC2-F1,34.94
AF-A0A498T2L0-F1,37.15
AF-A0A384KKT6-F1,74.82
AF-A0A7Y5UA25-F1,48.30
AF-W1XR28-F1,69.76
AF-X1BCD7-F1,54.42
AF-A0A080YWB0-F1,39.85
AF-A0A3A8NSX3-F1,56.77
AF-A0A2M7ERR9-F1,44.40
AF-A0A1X7V7M1-F1,38.72
AF-A0A838VVV5-F1,77.25
AF-A0A420I7J6-F1,43.42
AF-A0A6B3IEC8-F1,75.07
