ID,pLDDT
AF-A0A2V7S4M7-F1,38.80
AF-A0A7R6R8K0-F1,41.27
AF-A0A836X0S8-F1,46.71
AF-D5QBB1-F1,72.13
AF-A0A3D1QTD5-F1,41.12
AF-A0A830GWR5-F1,42.78
AF-A0A7J9NL31-F1,37.07
AF-A0A838GL92-F1,68.11
AF-A0A1G8J9F3-F1,51.26
AF-A0A558BF60-F1,67.67
AF-A0A7W6BRX4-F1,54.80
AF-T1HWS3-F1,55.98
AF-A0A0F9XHQ8-F1,68.51
AF-A0A4D4J1H3-F1,58.21
AF-A0A379WGV2-F1,33.69
AF-A0A1M7YKG8-F1,42.66
AF-A0A386C8X3-F1,44.41
AF-A0A2X2K0S1-F1,42.17
AF-A0A7R9BB38-F1,49.08
AF-A0A2P7RKN9-F1,68.39
AF-A0A1A0HG11-F1,71.22
AF-A0A6V8PWA8-F1,36.73
AF-A0A0M3C5S7-F1,42.39
AF-A0A326KTM1-F1,46.98
AF-B9TFM1-F1,45.95
AF-A0A7H8S891-F1,60.39
AF-A0A251UH49-F1,67.16
AF-H1LFN5-F1,41.02
AF-A0A519S4D4-F1,33.89
AF-A0A2N0WYE0-F1,41.20
AF-A0A0P9CLY2-F1,63.46
AF-A0A7L4QPV6-F1,79.06
AF-A0A6C6Z3G5-F1,77.82
AF-A0A1M5SIC2-F1,41.75
AF-A0A330EQN8-F1,48.69
AF-A0A224VKH4-F1,34.41
AF-A0A1H0ZI80-F1,56.57
AF-A0A819LUJ0-F1,38.39
AF-A0A7S3RYS8-F1,66.12
AF-A0A4P6JME8-F1,38.62
AF-A0A7V3CXC1-F1,45.00
AF-A0A535KDJ6-F1,58.46
AF-K7RK56-F1,44.89
AF-A0A4R2X175-F1,82.88
AF-H3C3T1-F1,46.26
AF-A0A5K0X8V9-F1,40.72
AF-A0A350KIM4-F1,51.57
AF-A0A403MNV3-F1,43.86
AF-A0A484TSN9-F1,76.11
AF-A0A5E7KWP8-F1,39.83
AF-A0A0L7L3L9-F1,42.59
AF-A0A7J2I4P6-F1,62.12
AF-A0A353GFK9-F1,39.45
AF-S4ATI4-F1,59.19
AF-A0A0S7ZH79-F1,35.20
AF-T0RS85-F1,45.88
AF-A0A7S3WZJ2-F1,43.19
AF-A0A1F5X212-F1,42.16
AF-A0A538RQC3-F1,38.28
AF-A0A7J4LEH1-F1,41.51
AF-A0A4Y2HUL4-F1,41.00
AF-A0A367ZQF3-F1,45.28
AF-A0A1X7G900-F1,62.67
AF-A0A351QVX6-F1,51.80
AF-A0A2H6JXX4-F1,60.09
AF-A0A2X2RVK2-F1,33.90
AF-A0A268QV39-F1,58.91
AF-A0A081D8N0-F1,41.48
AF-A0A4Y2PXS8-F1,52.46
AF-E7G4B8-F1,37.58
AF-X0UXX5-F1,41.05
AF-A0A820VM36-F1,46.51
AF-A0A2T1G7L4-F1,44.67
