ID,pLDDT
AF-A0A538EV14-F1,41.98
AF-A0A094CJ59-F1,48.75
AF-R1E8Y0-F1,43.17
AF-A0A5J4UPB1-F1,53.31
AF-A0A1W0VL01-F1,36.81
AF-A0A0R1GYU7-F1,46.99
AF-K6YH96-F1,73.93
AF-A0A1R3G920-F1,64.04
AF-A0A7C6JII8-F1,48.85
AF-A0A7V8YEA1-F1,35.29
AF-A0A315VTW4-F1,50.18
AF-A0A840YR84-F1,71.91
AF-W9ZB35-F1,39.43
AF-A0A495YUY2-F1,83.26
AF-A0A812JRI4-F1,54.52
AF-A0A6I9N0C2-F1,38.49
AF-A0A5A5TLM6-F1,46.01
AF-A0A433NM79-F1,55.36
AF-A0A2G5K7X4-F1,48.28
AF-A0A5N5GEE5-F1,34.25
AF-A0A3A5S478-F1,37.65
AF-A0A645EBM8-F1,53.07
AF-A0A3D1HBI3-F1,46.49
AF-N0BBN3-F1,49.91
AF-A0A3B6XZK8-F1,75.54
AF-A0A829GJ55-F1,45.59
AF-A0A0F9TZ47-F1,40.98
AF-W9V0A8-F1,37.98
AF-R9UL48-F1,77.38
AF-A0A317BNN0-F1,42.88
AF-A0A1I8B2J4-F1,49.67
AF-A0A174S834-F1,73.90
AF-A0A496MZR8-F1,58.24
AF-A0A7R9TP45-F1,65.94
AF-H3H3R0-F1,60.63
AF-A0A838CKZ4-F1,34.14
AF-A0A2H3E5S3-F1,49.85
AF-W2YLR8-F1,66.62
AF-A0A0G1WYU6-F1,66.73
AF-A0A0D6JQJ1-F1,63.90
AF-A0A1J3EP11-F1,52.43
AF-A0A6I5G1W0-F1,42.56
AF-A0A813LGG5-F1,48.04
AF-A0A061GND5-F1,36.60
AF-A0A439MVD7-F1,64.21
AF-A0A0P0W7D7-F1,46.58
AF-A0A379SNN5-F1,67.09
AF-A0A6N7GT48-F1,33.62
AF-A0A435IHH7-F1,58.75
AF-A0A6P0J0E2-F1,44.89
AF-A0A256YFJ9-F1,43.43
AF-A0A4R8HZH2-F1,77.54
AF-A0A6L5I2Z6-F1,45.32
AF-F7SLZ7-F1,39.04
AF-A0A6N8XWW7-F1,51.02
AF-A0A0N4XBJ0-F1,69.14
AF-A0A5A9PN70-F1,77.79
AF-A0A257TGQ0-F1,60.41
AF-A0A2S9IXR6-F1,48.30
AF-A0A3P1YER9-F1,29.39
AF-A0A7Y4MG72-F1,57.82
AF-A0A022QP81-F1,68.97
AF-A0A0E9P6J2-F1,81.07
AF-A0A0K9R426-F1,60.30
AF-A0A453C1P2-F1,63.04
AF-A0A6M8BDN4-F1,41.84
AF-A0A2V5NMJ2-F1,50.26
AF-A0A7C1V5G6-F1,70.98
AF-A0A3D5FQM5-F1,54.43
AF-G3Q377-F1,61.99
AF-A0A4U0Z3N9-F1,48.74
AF-X1QM18-F1,45.30
AF-A0A183EP00-F1,71.25
AF-A0A0F8WHU1-F1,45.87
AF-A0A2S8K530-F1,34.95
AF-A0A401K267-F1,45.89
AF-A0A7S3HJ07-F1,35.08
AF-A0A402FV61-F1,54.29
AF-A0A418RSA4-F1,37.41
AF-A0A1Q8E7D6-F1,33.19
AF-A0A2H0LW71-F1,47.75
AF-U1N4D9-F1,53.82
AF-W1Y591-F1,55.24
AF-A0A527H248-F1,42.08
AF-A0A4U9TFA6-F1,73.82
AF-A0A7S2Z7V7-F1,45.99
AF-A0A699XRD6-F1,84.92
AF-A0A2G2LLF9-F1,46.48
AF-A0A7Y0M0A9-F1,36.41
AF-A0A661DB33-F1,57.41
AF-A0A6A0GQA4-F1,39.44
AF-A0A1V2Z9P5-F1,59.83
AF-A0A0F9LLG3-F1,48.23
AF-A0A4R3PVS5-F1,75.81
AF-X1VBY5-F1,83.14
AF-A0A1X6YDH4-F1,59.64
AF-A0A5J4P8V5-F1,73.45
AF-A0A2S4GUJ6-F1,46.84
AF-C5LKW3-F1,44.33
AF-A0A2V3I2G5-F1,35.46
AF-A0A556V1Q8-F1,37.56
AF-A0A0D2MXF2-F1,42.26
AF-A0A397SUP4-F1,72.43
AF-K0JV86-F1,84.42
AF-V5H8Y8-F1,55.52
AF-A0A821QD24-F1,74.33
AF-A0A561TU30-F1,37.38
AF-A0A419W7G3-F1,72.23
AF-F6Z524-F1,59.81
AF-A0A6B0SDY1-F1,61.30
AF-A0A848XLZ2-F1,61.41
AF-A0A518HBP3-F1,53.21
AF-A0A820I3P8-F1,47.80
AF-A0A1I0C157-F1,62.01
AF-A0A087U7Y0-F1,35.64
AF-A0A0B7K6U5-F1,43.65
AF-A0A5C3M3H4-F1,59.56
AF-A0A7S2QKH8-F1,42.30
AF-A0A259J2H2-F1,39.43
AF-T0RS85-F1,48.47
AF-A0A3D2X6J1-F1,61.43
AF-A0A6V8EDF8-F1,42.98
AF-A0A1M7H687-F1,59.30
AF-A0A2E3HUS5-F1,65.58
AF-A0A536SVJ4-F1,60.12
AF-A0A3B6NXG1-F1,62.06
AF-A0A556UED6-F1,74.41
AF-A0A381NST7-F1,39.39
AF-S4ATI4-F1,70.26
AF-A0A0R0LUI7-F1,73.14
AF-A0A1H1TKY1-F1,54.47
AF-A0A7W0L155-F1,64.92
AF-A0A267FWY4-F1,36.28
AF-A0A2P6Q2I3-F1,58.98
AF-A0A444S7M2-F1,38.27
AF-A0A534V5D6-F1,36.30
AF-A0A7G9YWN2-F1,47.82
AF-H3C3T1-F1,33.35
AF-A0A359MCD6-F1,57.12
AF-K7RK56-F1,47.65
AF-A0A402FGV5-F1,49.56
AF-A0A540V781-F1,67.54
AF-A0A382Z0I4-F1,57.20
AF-A0A1Y3S2Q3-F1,70.41
AF-A0A1B6NX12-F1,40.79
AF-A0A4Q3G3R2-F1,47.21
AF-A0A5N9CSR4-F1,38.32
AF-A0A534U6D8-F1,63.10
AF-A0A7S2DK77-F1,32.11
AF-A0A7S4V5K7-F1,51.39
AF-A0A7S2S274-F1,33.12
AF-H1LFN5-F1,38.61
AF-B9TFM1-F1,49.61
AF-A0A2A7U0K4-F1,42.09
AF-A0A7S3F2L8-F1,59.92
AF-A0A7C3FJ46-F1,39.53
AF-A0A2X0M3K3-F1,58.08
AF-A0A6P0TRC5-F1,53.00
AF-A0A137QL66-F1,67.52
AF-A0A7L5SM42-F1,66.60
AF-A0A257Q207-F1,63.92
AF-A0A7J2J7Z3-F1,40.38
AF-A0A0F8ZA58-F1,39.91
AF-A0A6H5GDX5-F1,44.83
AF-A0A367G448-F1,54.84
AF-T1HWS3-F1,53.57
AF-A0A841ZB47-F1,44.52
AF-A0A7J9AF42-F1,46.84
AF-A0A442UPB2-F1,48.64
AF-A0A2K1J7F7-F1,80.97
AF-A0A812YM64-F1,46.42
AF-A0A5K1C8V1-F1,61.83
AF-A0A0A9TXR0-F1,60.64
AF-D5QBB1-F1,80.68
AF-A0A3D5AVD5-F1,35.12
AF-A0A099ZG18-F1,62.60
AF-A0A413GXF1-F1,40.93
AF-A0A6I3TSF5-F1,45.60
AF-A0A519PI06-F1,26.86
AF-A0A7J9N6L6-F1,84.72
AF-A0A7V4Q644-F1,44.93
AF-A0A6P0S651-F1,61.93
AF-A0A7J6QZG2-F1,40.41
AF-A0A2B8J9V3-F1,48.38
AF-A0A7X8AZV9-F1,47.58
AF-A0A6P8JNU8-F1,52.09
AF-A0A6S7HLZ3-F1,75.91
AF-A0A1I2X5I5-F1,51.52
AF-A0A840ELA8-F1,39.84
AF-A0A3C1G1P3-F1,74.88
AF-A0A1J5QPG2-F1,42.70
AF-A0A7W8W567-F1,38.86
AF-A0A0P0V5Y0-F1,46.27
AF-A0A7S1JD18-F1,63.27
AF-A0A432SH61-F1,58.73
AF-A0A7W8CIS8-F1,65.87
AF-A0A2W7AV62-F1,41.87
AF-A0A7J4IH20-F1,51.33
AF-A0A4P7RVV0-F1,49.03
AF-A0A1D6P7G0-F1,51.11
AF-A0A7Y5WJ84-F1,56.93
AF-A0A6F9X348-F1,56.80
AF-A0A0A1D1U7-F1,78.47
AF-A0A512HSR5-F1,65.33
AF-A0A495ZFI3-F1,55.42
AF-A0A6G7Z2T4-F1,42.00
AF-A0A7S2JPU8-F1,49.64
AF-A0A1Q9PHR5-F1,46.59
AF-A0A1G6EIZ9-F1,52.65
AF-X1AZ52-F1,73.76
AF-A0A6B8RK86-F1,75.00
AF-A0A355T1Q4-F1,47.11
AF-A0A4S0IAV6-F1,39.04
AF-A0A6V7I298-F1,39.29
AF-A0A558IEW6-F1,75.94
AF-A0A1U8NJU1-F1,36.86
AF-A0A0S7MIW0-F1,31.81
AF-A0A6B2G6J9-F1,45.70
AF-K2DS48-F1,34.75
AF-A0A839GQI8-F1,51.16
AF-A0A521UXW8-F1,81.33
AF-A0A2N1DSM6-F1,66.95
AF-A0A0F0LCX4-F1,57.59
