ID,pLDDT
AF-A0A7L5SM42-F1,65.68
AF-A0A257Q207-F1,45.30
AF-A0A367G448-F1,58.89
AF-A0A7J2J7Z3-F1,39.06
AF-A0A0F8ZA58-F1,40.49
AF-A0A6H5GDX5-F1,40.33
AF-A0A841ZB47-F1,59.24
AF-A0A7J9AF42-F1,40.09
AF-A0A2K1J7F7-F1,77.39
AF-A0A442UPB2-F1,47.68
AF-T1BQ88-F1,31.70
AF-A0A5K1C8V1-F1,65.90
AF-A0A812YM64-F1,48.51
AF-A0A0A9TXR0-F1,54.35
AF-A0A3D5AVD5-F1,39.33
AF-A0A7S4V5K7-F1,48.98
AF-A0A5N9CSR4-F1,37.47
AF-A0A534U6D8-F1,68.72
AF-A0A7S2DK77-F1,45.74
AF-A0A7S2S274-F1,29.90
AF-A0A2A7U0K4-F1,40.36
AF-A0A7S3F2L8-F1,47.16
AF-A0A7C3FJ46-F1,38.52
AF-V2YIC2-F1,30.91
AF-A0A2X0M3K3-F1,61.82
AF-X1BCD7-F1,44.60
AF-A0A6P0TRC5-F1,45.47
AF-A0A137QL66-F1,69.00
AF-W1XR28-F1,61.83
AF-A0A534V5D6-F1,31.72
AF-A0A359MCD6-F1,49.29
AF-A0A7G9YWN2-F1,65.75
AF-A0A382Z0I4-F1,38.76
AF-A0A540V781-F1,52.28
AF-A0A1Y3S2Q3-F1,56.39
AF-A0A402FGV5-F1,41.67
AF-A0A1B6NX12-F1,36.86
AF-A0A4Q3G3R2-F1,46.90
AF-I2CRY6-F1,51.58
AF-F1KY61-F1,37.82
AF-A0A259J2H2-F1,38.82
AF-A0A5C3M3H4-F1,63.38
AF-H7BYF7-F1,86.67
AF-A0A7S2QKH8-F1,46.17
AF-A0A3D2X6J1-F1,62.04
AF-A0A6V8EDF8-F1,33.85
AF-A0A536SVJ4-F1,46.77
AF-A0A1M7H687-F1,84.76
AF-A0A2E3HUS5-F1,50.60
AF-W4JQT6-F1,32.04
AF-A0A556UED6-F1,43.88
AF-A0A3B6NXG1-F1,41.02
AF-A0A0R0LUI7-F1,56.85
AF-A0A1H1TKY1-F1,51.37
AF-A0A381NST7-F1,39.69
AF-A0A7W0L155-F1,61.90
AF-F0EH29-F1,78.88
AF-A0A267FWY4-F1,38.78
AF-A0A2P6Q2I3-F1,60.80
AF-E8UBI5-F1,46.04
AF-A0A444S7M2-F1,33.07
AF-A0A3E0N3T5-F1,44.81
AF-A0A654ZMF8-F1,64.21
AF-A0A1W5DR73-F1,55.45
AF-A0A0D2JG74-F1,48.01
AF-A0A034WSI0-F1,45.96
AF-A0A3M6XVU1-F1,38.98
AF-E6Q3L3-F1,34.94
AF-A0A832H160-F1,41.73
AF-A0A524JH57-F1,49.66
AF-A0A3C1BN36-F1,47.89
AF-A0A2R6QQ54-F1,46.58
AF-A0A1Y3X2Q8-F1,50.74
AF-D6SLS7-F1,72.13
AF-N1LES8-F1,39.18
AF-A0A1M7R644-F1,52.56
AF-A0A0K2UJC2-F1,48.06
AF-A0A6B8RK86-F1,64.07
AF-A0A1G6EIZ9-F1,37.77
AF-A0A355T1Q4-F1,42.10
AF-X1CEW9-F1,82.88
AF-A0A4S0IAV6-F1,41.08
AF-A0A6V7I298-F1,30.47
AF-A0A0S7MIW0-F1,34.24
AF-A0A1U8NJU1-F1,35.58
AF-A0A6B2G6J9-F1,41.22
AF-A0A558IEW6-F1,38.28
AF-W6NA44-F1,40.38
AF-A0A839GQI8-F1,69.74
AF-A0A521UXW8-F1,55.97
AF-A0A2N1DSM6-F1,79.78
AF-A0A0F0LCX4-F1,64.08
AF-A0A7W8CIS8-F1,69.51
AF-A0A432SH61-F1,71.43
AF-A0A7S1JD18-F1,55.28
AF-A0A2W7AV62-F1,41.46
AF-A0A4P7RVV0-F1,61.77
AF-A0A7J4IH20-F1,63.08
AF-A0A1D6P7G0-F1,51.55
AF-A0A7Y5WJ84-F1,55.22
AF-A0A6F9X348-F1,55.84
AF-A0A0A1D1U7-F1,71.19
AF-A0A495ZFI3-F1,63.49
AF-A0A512HSR5-F1,50.86
AF-A0A7S2JPU8-F1,48.07
AF-A0A6G7Z2T4-F1,41.13
AF-A0A1Q9PHR5-F1,49.47
AF-L5N2V4-F1,81.90
AF-A0A099ZG18-F1,69.66
AF-A0A413GXF1-F1,27.44
AF-A0A6I3TSF5-F1,43.56
