ID,pLDDT
AF-A0A402BT90-F1,45.77
AF-A0A1R4HBK2-F1,58.85
AF-A0A538RQC3-F1,34.75
AF-A0A4Y2HUL4-F1,36.68
AF-A0A7Y5MPI7-F1,37.68
AF-F6Z524-F1,40.56
AF-A0A7H8S891-F1,32.20
AF-A0A1M5SIC2-F1,29.85
AF-A0A2P7RKN9-F1,51.32
AF-R9UL48-F1,42.38
AF-A0A4D4J1H3-F1,51.54
AF-A0A1G8J9F3-F1,49.25
AF-A0A5S3YKE8-F1,48.32
AF-A0A6G1NKW2-F1,47.13
AF-A0A4Z1AWX7-F1,44.27
AF-A0A2D6KTW7-F1,31.09
AF-A0A1X7V7M1-F1,38.06
AF-A0A420I7J6-F1,42.56
AF-A0A7Y5UA25-F1,28.11
AF-A0A7K4F708-F1,35.86
AF-H3C3T1-F1,42.06
AF-A0A2R6K291-F1,48.10
AF-A0A2A7U0K4-F1,43.01
AF-A0A4Q3G3R2-F1,54.39
AF-E6Q3L3-F1,29.05
AF-A0A2E3HUS5-F1,37.25
AF-A0A0D2JG74-F1,31.94
AF-A0A1W5DR73-F1,41.87
AF-A0A1Y3X2Q8-F1,66.16
AF-A0A4S0IAV6-F1,38.63
AF-A0A2W7AV62-F1,28.97
AF-A0A0A1D1U7-F1,43.79
AF-A0A7Y5WJ84-F1,44.87
AF-A0A1I2X5I5-F1,48.11
AF-A0A645EBM8-F1,44.71
AF-A0A5A5TLM6-F1,37.83
AF-A0A094CJ59-F1,38.00
AF-A0A1W0VL01-F1,60.47
AF-A0A7C6JII8-F1,53.36
AF-A0A812JRI4-F1,40.90
AF-A0A0D2MXF2-F1,38.98
AF-S7U3B2-F1,44.80
AF-A0A087U7Y0-F1,63.17
AF-Q4EAS1-F1,33.73
AF-A0A2G2LLF9-F1,47.70
AF-E9GRN9-F1,36.36
AF-A0A5J4P8V5-F1,42.92
AF-A0A3D5FQM5-F1,34.13
AF-A0A6N8XWW7-F1,42.37
AF-E2CB57-F1,30.91
