ID,pLDDT
AF-A0A7S3WZJ2-F1,28.20
AF-C5LKW3-F1,35.88
AF-A0A1F5X212-F1,33.29
AF-X1VBY5-F1,76.73
AF-A0A0S7ZH79-F1,44.80
AF-A0A0L7L3L9-F1,35.47
AF-A0A7J2I4P6-F1,56.34
AF-A0A353GFK9-F1,48.69
AF-A0A484TSN9-F1,79.53
AF-A0A5E7KWP8-F1,37.91
AF-A0A4R2X175-F1,73.82
AF-A0A535KDJ6-F1,51.05
AF-A0A403MNV3-F1,55.15
AF-A0A5K0X8V9-F1,45.59
AF-A0A350KIM4-F1,47.28
AF-A0A7V3CXC1-F1,38.56
AF-A0A4P6JME8-F1,26.45
AF-F6Z524-F1,73.64
AF-K0JV86-F1,51.28
AF-V5H8Y8-F1,52.10
AF-A0A7S3RYS8-F1,50.52
AF-A0A224VKH4-F1,27.77
AF-A0A330EQN8-F1,43.24
AF-A0A819LUJ0-F1,32.92
AF-A0A1H0ZI80-F1,56.34
AF-A0A0P9CLY2-F1,74.63
AF-A0A2N0WYE0-F1,35.28
AF-A0A251UH49-F1,61.81
AF-A0A519S4D4-F1,39.17
AF-A0A1M5SIC2-F1,40.06
AF-A0A7L4QPV6-F1,61.59
AF-A0A6C6Z3G5-F1,83.03
AF-A0A326KTM1-F1,40.88
AF-A0A7H8S891-F1,61.09
AF-A0A6V8PWA8-F1,37.12
AF-A0A0M3C5S7-F1,39.41
AF-A0A1A0HG11-F1,59.18
AF-A0A2P7RKN9-F1,59.91
AF-A0A379WGV2-F1,24.11
AF-A0A1M7YKG8-F1,35.24
AF-A0A7R9BB38-F1,52.09
AF-A0A386C8X3-F1,32.02
AF-A0A2X2K0S1-F1,39.44
AF-W1Y591-F1,45.47
AF-U1N4D9-F1,72.96
AF-A0A7W6BRX4-F1,37.57
AF-A0A4D4J1H3-F1,42.78
AF-A0A0F9XHQ8-F1,62.48
AF-A0A830GWR5-F1,56.62
AF-A0A3D1QTD5-F1,51.43
AF-A0A7J9NL31-F1,40.55
AF-A0A558BF60-F1,49.19
AF-A0A838GL92-F1,62.84
AF-A0A1G8J9F3-F1,24.33
AF-A0A7R6R8K0-F1,38.60
AF-X1QM18-F1,38.41
AF-A0A2V7S4M7-F1,36.60
AF-A0A836X0S8-F1,35.90
AF-G3Q377-F1,56.67
