ID,pLDDT
AF-A0A840ELA8-F1,29.24
AF-A0A1I2X5I5-F1,49.18
AF-A0A6S7HLZ3-F1,63.53
AF-A0A6P8JNU8-F1,38.00
AF-A0A0P0V5Y0-F1,38.94
AF-A0A7W8W567-F1,23.62
AF-A0A3C1G1P3-F1,71.72
AF-A0A1J5QPG2-F1,22.85
AF-A0A6I3TSF5-F1,30.41
AF-A0A413GXF1-F1,30.77
AF-C5LKW3-F1,41.18
AF-A0A099ZG18-F1,58.90
AF-A0A7X8AZV9-F1,42.94
AF-A0A2B8J9V3-F1,45.88
AF-A0A7J6QZG2-F1,32.42
AF-X1VBY5-F1,83.30
AF-A0A6P0S651-F1,61.25
AF-A0A7J9N6L6-F1,80.43
AF-A0A519PI06-F1,22.07
AF-A0A7V4Q644-F1,46.56
AF-K0JV86-F1,44.11
AF-V5H8Y8-F1,51.95
AF-A0A7S2JPU8-F1,32.33
AF-A0A6G7Z2T4-F1,44.93
AF-F6Z524-F1,77.00
AF-A0A495ZFI3-F1,62.84
AF-A0A512HSR5-F1,61.11
AF-A0A1Q9PHR5-F1,39.53
AF-A0A7J4IH20-F1,42.45
AF-A0A4P7RVV0-F1,57.68
AF-A0A7S1JD18-F1,70.70
AF-A0A432SH61-F1,44.39
AF-A0A7W8CIS8-F1,57.06
AF-A0A2W7AV62-F1,49.41
AF-A0A7Y5WJ84-F1,54.55
AF-A0A0A1D1U7-F1,80.70
AF-A0A6F9X348-F1,56.12
AF-A0A1D6P7G0-F1,54.17
AF-A0A839GQI8-F1,79.70
AF-A0A1U8NJU1-F1,39.36
AF-A0A0S7MIW0-F1,31.97
AF-A0A6B2G6J9-F1,38.45
AF-A0A558IEW6-F1,35.68
AF-A0A0F0LCX4-F1,55.29
AF-A0A521UXW8-F1,58.86
AF-A0A2N1DSM6-F1,57.84
AF-A0A355T1Q4-F1,32.77
AF-A0A6B8RK86-F1,62.12
AF-A0A1G6EIZ9-F1,28.28
AF-A0A6V7I298-F1,33.42
AF-A0A4S0IAV6-F1,33.91
AF-A0A3C1BN36-F1,44.80
AF-A0A524JH57-F1,32.44
AF-A0A2R6QQ54-F1,30.31
AF-A0A832H160-F1,36.16
AF-A0A0K2UJC2-F1,74.33
AF-G3Q377-F1,58.60
AF-A0A1Y3X2Q8-F1,37.77
AF-A0A1M7R644-F1,40.70
AF-X1QM18-F1,47.73
AF-A0A034WSI0-F1,44.93
AF-W1Y591-F1,43.76
AF-A0A3E0N3T5-F1,50.47
AF-A0A654ZMF8-F1,61.58
AF-A0A1W5DR73-F1,65.53
AF-A0A0D2JG74-F1,55.51
AF-A0A3M6XVU1-F1,32.19
AF-U1N4D9-F1,65.24
AF-A0A7W0L155-F1,72.53
AF-A0A381NST7-F1,32.99
AF-A0A1H1TKY1-F1,40.78
AF-A0A0R0LUI7-F1,76.53
AF-A0A444S7M2-F1,25.80
AF-W2YLR8-F1,62.00
AF-A0A267FWY4-F1,25.93
AF-A0A2P6Q2I3-F1,49.43
AF-A0A6V8EDF8-F1,41.56
AF-A0A3D2X6J1-F1,51.04
AF-A0A259J2H2-F1,29.90
AF-A0A5C3M3H4-F1,67.81
AF-A0A7S2QKH8-F1,41.94
AF-A0A556UED6-F1,76.30
AF-A0A3B6NXG1-F1,48.87
AF-A0A536SVJ4-F1,37.28
AF-A0A2E3HUS5-F1,80.29
AF-A0A1M7H687-F1,68.55
AF-A0A4Q3G3R2-F1,38.05
AF-A0A1B6NX12-F1,26.83
AF-A0A359MCD6-F1,57.45
AF-A0A7G9YWN2-F1,38.05
AF-A0A534V5D6-F1,28.81
AF-F7SLZ7-F1,21.82
AF-A0A540V781-F1,53.71
AF-A0A382Z0I4-F1,36.93
AF-A0A1Y3S2Q3-F1,65.22
AF-A0A402FGV5-F1,32.73
AF-A0A2X0M3K3-F1,68.03
AF-K6YH96-F1,78.23
AF-A0A7C3FJ46-F1,28.68
AF-A0A137QL66-F1,77.08
AF-R1E8Y0-F1,36.01
AF-A0A6P0TRC5-F1,45.60
AF-A0A7S2S274-F1,27.49
AF-A0A7S4V5K7-F1,31.69
AF-A0A534U6D8-F1,60.12
AF-A0A5N9CSR4-F1,28.69
AF-A0A7S2DK77-F1,29.03
AF-A0A7S3F2L8-F1,41.65
AF-A0A2A7U0K4-F1,43.36
AF-W9ZB35-F1,29.60
AF-N0BBN3-F1,36.67
AF-A0A812YM64-F1,43.18
AF-A0A5K1C8V1-F1,57.26
AF-A0A2K1J7F7-F1,41.71
AF-W9V0A8-F1,23.53
AF-A0A442UPB2-F1,41.41
AF-A0A3D5AVD5-F1,34.92
AF-A0A0A9TXR0-F1,67.28
AF-A0A257Q207-F1,57.70
AF-A0A7L5SM42-F1,57.78
AF-H3H3R0-F1,45.41
AF-R9UL48-F1,81.77
AF-A0A7J9AF42-F1,58.22
AF-A0A841ZB47-F1,53.98
AF-A0A367G448-F1,55.27
AF-A0A7J2J7Z3-F1,39.48
AF-A0A6H5GDX5-F1,51.05
AF-A0A0F8ZA58-F1,32.35
AF-A0A0K9R426-F1,56.92
AF-A0A453C1P2-F1,72.85
AF-A0A0E9P6J2-F1,82.07
AF-A0A7Y4MG72-F1,60.48
AF-A0A022QP81-F1,70.41
AF-X1AZ52-F1,64.88
AF-A0A2V5NMJ2-F1,27.12
AF-A0A6M8BDN4-F1,31.28
AF-A0A0N4XBJ0-F1,82.12
AF-A0A6N8XWW7-F1,41.81
AF-A0A3P1YER9-F1,27.56
AF-A0A5A9PN70-F1,24.00
AF-K2DS48-F1,36.90
AF-A0A257TGQ0-F1,62.81
AF-A0A2S9IXR6-F1,78.42
AF-A0A1Q8E7D6-F1,28.91
AF-A0A2H0LW71-F1,37.45
AF-A0A418RSA4-F1,41.48
AF-A0A4U9TFA6-F1,68.86
AF-A0A7S2Z7V7-F1,29.17
AF-X0UXX5-F1,46.63
AF-A0A527H248-F1,48.37
AF-E7G4B8-F1,24.84
AF-A0A4U0Z3N9-F1,48.16
AF-A0A3D5FQM5-F1,31.75
AF-A0A7C1V5G6-F1,47.11
AF-A0A7S3HJ07-F1,31.82
AF-A0A401K267-F1,41.77
AF-A0A402FV61-F1,27.21
AF-A0A2S8K530-F1,32.85
AF-A0A183EP00-F1,60.11
AF-A0A0F8WHU1-F1,40.05
AF-A0A0F9LLG3-F1,42.40
AF-A0A4R3PVS5-F1,74.55
AF-A0A2V3I2G5-F1,31.30
AF-A0A5J4P8V5-F1,68.38
AF-A0A2S4GUJ6-F1,30.53
AF-A0A1X6YDH4-F1,47.88
AF-A0A7Y0M0A9-F1,24.76
AF-A0A2G2LLF9-F1,61.82
AF-A0A699XRD6-F1,39.77
AF-A0A1V2Z9P5-F1,53.98
AF-A0A6A0GQA4-F1,38.38
AF-A0A661DB33-F1,41.21
AF-A0A518HBP3-F1,53.43
AF-A0A820I3P8-F1,44.08
AF-A0A1I0C157-F1,41.64
AF-A0A0B7K6U5-F1,31.87
AF-A0A087U7Y0-F1,39.85
AF-A0A556V1Q8-F1,25.13
AF-A0A0D2MXF2-F1,33.46
AF-A0A848XLZ2-F1,50.17
AF-A0A6B0SDY1-F1,42.33
AF-A0A419W7G3-F1,72.77
AF-A0A397SUP4-F1,43.40
AF-A0A561TU30-F1,34.56
AF-A0A821QD24-F1,60.47
AF-A0A315VTW4-F1,56.90
AF-A0A840YR84-F1,60.38
AF-A0A812JRI4-F1,32.50
AF-A0A495YUY2-F1,76.97
AF-B9TFM1-F1,39.00
AF-A0A7C6JII8-F1,39.91
AF-A0A7V8YEA1-F1,31.86
AF-A0A1R3G920-F1,65.75
AF-A0A6I9N0C2-F1,33.35
AF-H1LFN5-F1,24.31
AF-A0A5J4UPB1-F1,53.79
AF-A0A538EV14-F1,33.58
AF-A0A094CJ59-F1,43.21
AF-A0A1W0VL01-F1,54.19
AF-A0A0R1GYU7-F1,44.54
AF-A0A496MZR8-F1,42.86
AF-A0A174S834-F1,60.60
AF-T1HWS3-F1,49.20
AF-A0A1I8B2J4-F1,36.57
AF-A0A317BNN0-F1,37.80
AF-A0A7R9TP45-F1,62.90
AF-A0A645EBM8-F1,40.64
AF-A0A5N5GEE5-F1,22.87
AF-D5QBB1-F1,45.94
AF-A0A3A5S478-F1,28.01
AF-A0A433NM79-F1,34.87
AF-A0A2G5K7X4-F1,38.07
AF-A0A5A5TLM6-F1,39.18
AF-A0A0F9TZ47-F1,25.46
AF-A0A829GJ55-F1,37.82
AF-A0A3D1HBI3-F1,44.22
AF-A0A3B6XZK8-F1,70.17
AF-A0A813LGG5-F1,27.64
AF-A0A6I5G1W0-F1,47.18
AF-A0A379SNN5-F1,50.18
AF-A0A0P0W7D7-F1,37.37
AF-A0A439MVD7-F1,72.37
AF-T0RS85-F1,37.87
AF-A0A061GND5-F1,38.93
AF-A0A2H3E5S3-F1,35.43
AF-A0A838CKZ4-F1,24.52
AF-A0A1J3EP11-F1,33.09
AF-S4ATI4-F1,59.43
AF-A0A0D6JQJ1-F1,48.50
AF-A0A0G1WYU6-F1,61.57
AF-A0A4R8HZH2-F1,65.47
AF-A0A256YFJ9-F1,34.72
AF-A0A6L5I2Z6-F1,30.71
AF-H3C3T1-F1,29.03
AF-K7RK56-F1,41.26
AF-A0A6N7GT48-F1,38.19
AF-A0A6P0J0E2-F1,35.90
AF-A0A435IHH7-F1,66.29
AF-A0A224VKH4-F1,28.66
AF-A0A330EQN8-F1,41.79
AF-W6NA44-F1,40.31
AF-A0A819LUJ0-F1,32.57
AF-A0A1H0ZI80-F1,49.52
AF-A0A7S3RYS8-F1,45.66
AF-A0A7V3CXC1-F1,36.26
AF-A0A4P6JME8-F1,26.49
AF-X1CEW9-F1,56.84
AF-A0A4R2X175-F1,64.54
AF-A0A535KDJ6-F1,47.53
AF-A0A5K0X8V9-F1,47.99
AF-A0A350KIM4-F1,42.03
AF-A0A403MNV3-F1,53.98
AF-A0A484TSN9-F1,82.13
AF-A0A5E7KWP8-F1,34.92
AF-N1LES8-F1,36.91
AF-A0A7J2I4P6-F1,61.66
AF-D6SLS7-F1,78.17
AF-A0A0L7L3L9-F1,35.62
AF-A0A353GFK9-F1,42.23
AF-A0A0S7ZH79-F1,34.22
AF-A0A7S3WZJ2-F1,26.83
AF-E6Q3L3-F1,26.51
AF-A0A1F5X212-F1,33.40
AF-A0A7R6R8K0-F1,35.89
AF-A0A2V7S4M7-F1,32.98
AF-A0A836X0S8-F1,30.74
AF-A0A7J9NL31-F1,39.50
AF-A0A3D1QTD5-F1,47.85
AF-A0A830GWR5-F1,57.53
AF-A0A558BF60-F1,53.44
AF-A0A1G8J9F3-F1,25.39
AF-A0A838GL92-F1,65.97
AF-A0A7W6BRX4-F1,41.37
AF-A0A4D4J1H3-F1,48.01
AF-A0A0F9XHQ8-F1,62.19
AF-A0A1M7YKG8-F1,34.06
AF-A0A379WGV2-F1,24.39
AF-A0A7R9BB38-F1,51.47
AF-A0A2X2K0S1-F1,43.91
AF-A0A386C8X3-F1,33.07
AF-A0A1A0HG11-F1,55.68
AF-A0A2P7RKN9-F1,52.44
AF-A0A6V8PWA8-F1,37.36
AF-A0A0M3C5S7-F1,42.43
AF-L5N2V4-F1,52.68
AF-A0A326KTM1-F1,42.69
AF-A0A7H8S891-F1,56.85
AF-A0A2N0WYE0-F1,34.58
AF-A0A0P9CLY2-F1,69.62
AF-A0A519S4D4-F1,30.88
AF-A0A251UH49-F1,65.22
AF-A0A1M5SIC2-F1,37.25
AF-A0A6C6Z3G5-F1,83.95
AF-A0A7L4QPV6-F1,63.67
AF-V2YIC2-F1,22.86
AF-A0A090KY53-F1,69.46
AF-A0A4Y8QDC1-F1,41.87
AF-X1BCD7-F1,33.82
AF-W1XR28-F1,47.79
AF-A0A1M2YG70-F1,43.77
AF-A0A2U1M9V4-F1,28.28
AF-A0A7L5BGV9-F1,40.55
AF-A0A7V4LF75-F1,22.59
AF-A0A4Y9VS95-F1,44.10
AF-T1BQ88-F1,32.12
AF-A0A7Y5MPI7-F1,29.00
AF-A0A833G3A0-F1,46.82
AF-A0A830BJ45-F1,62.56
AF-A0A1J5DY20-F1,57.40
AF-A0A7Y0L4T0-F1,56.99
AF-A0A7W4HY45-F1,45.37
AF-A0A7T8HJW6-F1,38.49
AF-A0A512HDF9-F1,69.80
AF-A0A538RQC3-F1,21.90
AF-A0A7J4LEH1-F1,36.06
AF-F0EH29-F1,78.31
