ID,pLDDT
AF-A0A359MCD6-F1,52.99
AF-A0A7G9YWN2-F1,48.08
AF-A0A534V5D6-F1,42.50
AF-A0A382Z0I4-F1,35.15
AF-A0A540V781-F1,48.91
AF-T1HWS3-F1,47.34
AF-A0A1Y3S2Q3-F1,63.87
AF-A0A402FGV5-F1,35.45
AF-A0A4Q3G3R2-F1,50.56
AF-D5QBB1-F1,64.49
AF-A0A1B6NX12-F1,37.91
AF-A0A3D2X6J1-F1,59.20
AF-A0A6V8EDF8-F1,38.61
AF-A0A259J2H2-F1,34.20
AF-A0A5C3M3H4-F1,62.08
AF-H1LFN5-F1,29.51
AF-A0A7S2QKH8-F1,38.18
AF-B9TFM1-F1,38.46
AF-A0A556UED6-F1,45.40
AF-A0A3B6NXG1-F1,51.93
AF-A0A536SVJ4-F1,41.48
AF-A0A2E3HUS5-F1,77.77
AF-A0A1M7H687-F1,69.93
AF-A0A7W0L155-F1,65.24
AF-A0A381NST7-F1,42.58
AF-A0A0R0LUI7-F1,77.41
AF-A0A1H1TKY1-F1,53.75
AF-A0A444S7M2-F1,26.89
AF-A0A267FWY4-F1,36.02
AF-A0A2P6Q2I3-F1,49.76
AF-A0A7L5SM42-F1,66.90
AF-A0A257Q207-F1,62.69
AF-K7RK56-F1,42.02
AF-H3C3T1-F1,36.75
AF-A0A841ZB47-F1,49.10
AF-A0A7J9AF42-F1,44.78
AF-A0A367G448-F1,54.59
AF-A0A7J2J7Z3-F1,34.20
AF-A0A6H5GDX5-F1,46.25
AF-A0A0F8ZA58-F1,32.49
AF-A0A812YM64-F1,49.23
AF-A0A5K1C8V1-F1,42.73
AF-A0A2K1J7F7-F1,62.87
AF-A0A442UPB2-F1,45.67
AF-A0A3D5AVD5-F1,37.21
AF-A0A0A9TXR0-F1,68.82
AF-A0A7S2S274-F1,31.14
AF-A0A7S4V5K7-F1,34.16
AF-A0A5N9CSR4-F1,38.84
AF-A0A534U6D8-F1,41.24
AF-T0RS85-F1,41.63
AF-A0A7S2DK77-F1,36.79
AF-A0A7S3F2L8-F1,53.23
AF-A0A2A7U0K4-F1,43.35
AF-S4ATI4-F1,79.71
AF-A0A2X0M3K3-F1,64.04
AF-A0A7C3FJ46-F1,32.97
AF-A0A137QL66-F1,51.97
AF-A0A6P0TRC5-F1,41.70
AF-A0A7J4IH20-F1,48.75
AF-A0A4P7RVV0-F1,44.13
AF-X0UXX5-F1,44.38
AF-A0A7S1JD18-F1,72.30
AF-A0A7W8CIS8-F1,59.96
AF-A0A432SH61-F1,53.19
AF-A0A2W7AV62-F1,48.24
AF-E7G4B8-F1,34.91
AF-A0A7Y5WJ84-F1,64.64
AF-A0A6F9X348-F1,53.22
AF-A0A0A1D1U7-F1,70.14
AF-A0A1D6P7G0-F1,45.18
AF-A0A7S2JPU8-F1,35.49
AF-A0A6G7Z2T4-F1,48.07
AF-A0A495ZFI3-F1,49.50
AF-A0A512HSR5-F1,68.93
AF-A0A1Q9PHR5-F1,43.19
AF-X1AZ52-F1,79.06
AF-A0A6I3TSF5-F1,42.03
AF-A0A413GXF1-F1,29.71
AF-A0A099ZG18-F1,53.52
AF-A0A7J6QZG2-F1,52.59
AF-A0A2B8J9V3-F1,51.04
AF-A0A7X8AZV9-F1,47.86
AF-A0A6P0S651-F1,56.23
AF-A0A519PI06-F1,22.09
AF-A0A7J9N6L6-F1,83.19
AF-A0A7V4Q644-F1,41.99
AF-A0A840ELA8-F1,35.28
AF-A0A6S7HLZ3-F1,64.98
AF-A0A1I2X5I5-F1,49.54
AF-K2DS48-F1,36.09
AF-A0A6P8JNU8-F1,55.35
AF-A0A0P0V5Y0-F1,41.63
AF-A0A1J5QPG2-F1,34.55
AF-A0A3C1G1P3-F1,62.96
AF-A0A7W8W567-F1,25.88
AF-A0A034WSI0-F1,41.24
AF-A0A3E0N3T5-F1,57.23
AF-A0A654ZMF8-F1,76.32
AF-A0A1W5DR73-F1,82.06
AF-A0A0D2JG74-F1,49.90
AF-A0A3M6XVU1-F1,34.74
AF-A0A3C1BN36-F1,59.31
AF-A0A524JH57-F1,43.12
AF-A0A2R6QQ54-F1,36.62
AF-A0A832H160-F1,36.36
AF-A0A0K2UJC2-F1,58.70
AF-A0A1Y3X2Q8-F1,51.47
AF-A0A1M7R644-F1,44.49
AF-A0A355T1Q4-F1,46.71
AF-A0A6B8RK86-F1,65.29
AF-A0A1G6EIZ9-F1,37.28
AF-A0A6V7I298-F1,37.57
AF-A0A4S0IAV6-F1,32.13
AF-A0A839GQI8-F1,56.21
AF-A0A1U8NJU1-F1,42.94
AF-A0A0S7MIW0-F1,33.97
AF-A0A6B2G6J9-F1,33.77
AF-A0A558IEW6-F1,44.70
AF-A0A0F0LCX4-F1,56.18
AF-A0A521UXW8-F1,59.62
AF-A0A2N1DSM6-F1,78.34
AF-A0A645EBM8-F1,44.43
