ID,pLDDT
AF-C5LKW3-F1,33.12
AF-A0A7V4LF75-F1,31.84
AF-A0A4Y9VS95-F1,66.19
AF-X1VBY5-F1,83.60
AF-A0A833G3A0-F1,32.93
AF-A0A7Y5MPI7-F1,44.29
AF-A0A830BJ45-F1,69.17
AF-A0A1J5DY20-F1,45.78
AF-A0A7W4HY45-F1,38.75
AF-A0A7Y0L4T0-F1,49.44
AF-A0A7T8HJW6-F1,35.97
AF-A0A512HDF9-F1,43.60
AF-A0A090KY53-F1,39.23
AF-A0A4Y8QDC1-F1,39.39
AF-A0A1M2YG70-F1,34.93
AF-F6Z524-F1,51.77
AF-A0A2U1M9V4-F1,36.49
AF-V5H8Y8-F1,55.77
AF-K0JV86-F1,76.33
AF-A0A7L5BGV9-F1,30.79
AF-A0A0G0RNR7-F1,53.72
AF-A0A359LSJ6-F1,39.80
AF-A0A7W6WMB9-F1,52.83
AF-A0A659YW17-F1,42.12
AF-A0A2D0N3F2-F1,35.97
AF-A0A4U0XYH5-F1,51.51
AF-A0A1R4HBK2-F1,34.99
AF-A0A2X4ZJ05-F1,34.60
AF-A0A402BT90-F1,75.40
AF-A0A7I7MAK3-F1,55.87
AF-A0A0S8F2M4-F1,43.80
AF-A0A7G2D3G8-F1,36.84
AF-A0A0F4GIN6-F1,61.48
AF-A0A243QKD0-F1,35.84
AF-A0A538RQC3-F1,37.00
AF-W1Y591-F1,39.42
AF-A0A7J4LEH1-F1,30.29
AF-A0A4Y2HUL4-F1,40.04
AF-U1N4D9-F1,59.64
AF-A0A1X7G900-F1,41.09
AF-A0A367ZQF3-F1,39.45
AF-A0A351QVX6-F1,37.07
AF-A0A2H6JXX4-F1,45.48
AF-A0A2X2RVK2-F1,28.31
AF-A0A268QV39-F1,55.73
AF-A0A081D8N0-F1,45.06
AF-A0A4Y2PXS8-F1,42.28
AF-X1QM18-F1,41.38
AF-A0A820VM36-F1,37.78
AF-G3Q377-F1,39.91
AF-A0A2T1G7L4-F1,41.11
AF-A0A484TSN9-F1,68.12
AF-A0A5E7KWP8-F1,35.44
AF-A0A0L7L3L9-F1,34.72
AF-A0A7J2I4P6-F1,46.59
AF-A0A353GFK9-F1,34.30
