ID,pLDDT
AF-H3H3R0-F1,46.75
AF-A0A257Q207-F1,59.36
AF-A0A7L5SM42-F1,64.90
AF-A0A7J2J7Z3-F1,45.41
AF-A0A0F8ZA58-F1,45.55
AF-A0A6H5GDX5-F1,47.73
AF-A0A367G448-F1,64.32
AF-R9UL48-F1,73.61
AF-A0A7J9AF42-F1,44.09
AF-A0A841ZB47-F1,41.25
AF-A0A442UPB2-F1,52.23
AF-A0A2K1J7F7-F1,66.88
AF-W9V0A8-F1,35.46
AF-N0BBN3-F1,50.31
AF-A0A5K1C8V1-F1,59.08
AF-A0A812YM64-F1,56.96
AF-A0A0A9TXR0-F1,64.67
AF-A0A3D5AVD5-F1,32.96
AF-A0A534U6D8-F1,51.57
AF-A0A5N9CSR4-F1,36.51
AF-A0A7S2DK77-F1,46.05
AF-A0A7S4V5K7-F1,46.45
AF-A0A7S2S274-F1,37.78
AF-W9ZB35-F1,40.07
AF-A0A2A7U0K4-F1,48.39
AF-A0A7S3F2L8-F1,47.20
AF-A0A7C3FJ46-F1,39.48
AF-K6YH96-F1,85.74
AF-A0A2X0M3K3-F1,68.19
AF-A0A6P0TRC5-F1,51.21
AF-R1E8Y0-F1,42.59
AF-A0A137QL66-F1,61.07
AF-F7SLZ7-F1,35.30
AF-A0A534V5D6-F1,40.99
AF-A0A7G9YWN2-F1,52.45
AF-A0A359MCD6-F1,49.80
AF-A0A402FGV5-F1,53.13
AF-A0A540V781-F1,53.45
AF-A0A382Z0I4-F1,39.38
AF-A0A1Y3S2Q3-F1,50.35
AF-A0A1B6NX12-F1,36.04
AF-A0A4Q3G3R2-F1,46.14
AF-A0A5C3M3H4-F1,57.49
AF-A0A7S2QKH8-F1,43.94
AF-A0A259J2H2-F1,41.19
AF-A0A6V8EDF8-F1,46.03
AF-A0A3D2X6J1-F1,50.24
AF-A0A1M7H687-F1,77.45
AF-A0A2E3HUS5-F1,58.38
AF-A0A536SVJ4-F1,46.61
AF-A0A3B6NXG1-F1,57.34
AF-A0A556UED6-F1,50.60
AF-A0A1H1TKY1-F1,49.33
AF-A0A0R0LUI7-F1,61.63
AF-A0A381NST7-F1,42.51
AF-A0A7W0L155-F1,63.80
AF-A0A267FWY4-F1,33.72
AF-A0A2P6Q2I3-F1,45.43
AF-W2YLR8-F1,68.20
AF-A0A444S7M2-F1,39.14
AF-A0A1W5DR73-F1,81.94
AF-A0A0D2JG74-F1,47.96
AF-A0A3E0N3T5-F1,47.80
AF-A0A654ZMF8-F1,77.48
AF-A0A034WSI0-F1,46.27
AF-W1Y591-F1,63.83
AF-U1N4D9-F1,76.85
AF-A0A3M6XVU1-F1,36.02
AF-A0A832H160-F1,45.75
AF-A0A2R6QQ54-F1,48.41
AF-A0A524JH57-F1,41.97
AF-A0A3C1BN36-F1,56.80
AF-A0A1M7R644-F1,54.77
AF-X1QM18-F1,43.51
AF-A0A1Y3X2Q8-F1,54.07
AF-G3Q377-F1,53.49
AF-A0A0K2UJC2-F1,66.32
AF-A0A1G6EIZ9-F1,51.16
AF-A0A6B8RK86-F1,57.35
AF-A0A355T1Q4-F1,43.34
AF-A0A4S0IAV6-F1,36.96
AF-A0A6V7I298-F1,47.32
AF-A0A558IEW6-F1,46.52
AF-A0A0S7MIW0-F1,35.53
AF-A0A1U8NJU1-F1,37.81
AF-A0A6B2G6J9-F1,42.52
AF-A0A839GQI8-F1,71.53
AF-A0A521UXW8-F1,67.22
AF-A0A2N1DSM6-F1,70.48
AF-A0A0F0LCX4-F1,72.98
AF-A0A432SH61-F1,52.58
AF-A0A7W8CIS8-F1,49.78
AF-A0A7S1JD18-F1,60.23
AF-A0A2W7AV62-F1,44.70
AF-A0A4P7RVV0-F1,50.65
AF-A0A7J4IH20-F1,66.28
AF-A0A1D6P7G0-F1,56.22
AF-A0A7Y5WJ84-F1,55.04
AF-A0A0A1D1U7-F1,69.11
AF-A0A6F9X348-F1,59.69
AF-A0A512HSR5-F1,54.14
AF-F6Z524-F1,61.50
AF-A0A495ZFI3-F1,70.48
AF-V5H8Y8-F1,47.60
AF-K0JV86-F1,85.65
AF-A0A6G7Z2T4-F1,41.89
AF-A0A7S2JPU8-F1,52.15
AF-A0A1Q9PHR5-F1,51.21
AF-A0A099ZG18-F1,73.06
AF-C5LKW3-F1,44.25
AF-A0A413GXF1-F1,31.34
AF-A0A6I3TSF5-F1,48.06
AF-A0A7J9N6L6-F1,83.43
AF-A0A519PI06-F1,29.18
AF-A0A7V4Q644-F1,53.03
AF-A0A6P0S651-F1,46.87
AF-A0A7X8AZV9-F1,53.14
AF-A0A2B8J9V3-F1,56.77
AF-A0A7J6QZG2-F1,37.41
AF-X1VBY5-F1,75.14
AF-A0A6P8JNU8-F1,51.58
AF-A0A1I2X5I5-F1,57.30
AF-A0A6S7HLZ3-F1,69.55
AF-A0A840ELA8-F1,36.20
AF-A0A7W8W567-F1,38.04
AF-A0A3C1G1P3-F1,80.83
AF-A0A1J5QPG2-F1,33.08
AF-A0A0P0V5Y0-F1,43.55
AF-A0A6N7GT48-F1,33.82
AF-A0A435IHH7-F1,63.55
AF-A0A6P0J0E2-F1,52.80
AF-A0A256YFJ9-F1,42.80
AF-A0A4R8HZH2-F1,75.50
AF-K7RK56-F1,41.76
AF-H3C3T1-F1,40.48
AF-A0A6L5I2Z6-F1,45.12
AF-A0A838CKZ4-F1,35.05
AF-A0A2H3E5S3-F1,54.14
AF-A0A0G1WYU6-F1,61.57
AF-S4ATI4-F1,55.59
AF-A0A0D6JQJ1-F1,65.04
AF-A0A1J3EP11-F1,36.99
AF-A0A6I5G1W0-F1,43.47
AF-A0A813LGG5-F1,35.45
AF-A0A061GND5-F1,37.73
AF-A0A439MVD7-F1,79.66
AF-T0RS85-F1,42.14
AF-A0A379SNN5-F1,60.78
AF-A0A0P0W7D7-F1,46.88
AF-A0A5A5TLM6-F1,41.35
AF-A0A433NM79-F1,41.84
AF-A0A2G5K7X4-F1,47.86
AF-A0A5N5GEE5-F1,39.92
AF-A0A3A5S478-F1,39.53
AF-A0A645EBM8-F1,39.66
AF-D5QBB1-F1,83.94
AF-A0A3D1HBI3-F1,44.42
AF-A0A3B6XZK8-F1,76.34
AF-A0A0F9TZ47-F1,31.73
AF-A0A829GJ55-F1,48.80
AF-A0A1I8B2J4-F1,35.80
AF-T1HWS3-F1,51.29
AF-A0A317BNN0-F1,46.90
AF-A0A174S834-F1,62.38
AF-A0A496MZR8-F1,45.57
AF-A0A7R9TP45-F1,76.90
AF-A0A538EV14-F1,51.83
AF-A0A094CJ59-F1,52.06
AF-A0A5J4UPB1-F1,53.28
AF-A0A1W0VL01-F1,33.38
AF-A0A0R1GYU7-F1,61.99
AF-A0A1R3G920-F1,70.78
AF-B9TFM1-F1,52.07
AF-A0A7C6JII8-F1,49.27
AF-A0A7V8YEA1-F1,39.12
AF-A0A840YR84-F1,70.75
AF-A0A315VTW4-F1,64.23
AF-A0A812JRI4-F1,44.85
AF-A0A495YUY2-F1,41.57
AF-H1LFN5-F1,36.89
AF-A0A6I9N0C2-F1,37.16
AF-A0A556V1Q8-F1,33.72
AF-A0A0D2MXF2-F1,36.11
AF-A0A397SUP4-F1,61.86
AF-A0A821QD24-F1,70.84
AF-A0A561TU30-F1,41.44
AF-A0A419W7G3-F1,79.57
AF-A0A848XLZ2-F1,60.01
AF-A0A6B0SDY1-F1,47.43
AF-A0A820I3P8-F1,57.91
AF-A0A1I0C157-F1,50.75
AF-A0A518HBP3-F1,44.30
AF-A0A087U7Y0-F1,34.75
AF-A0A0B7K6U5-F1,43.08
AF-A0A699XRD6-F1,82.81
AF-A0A2G2LLF9-F1,51.83
AF-A0A7Y0M0A9-F1,34.82
AF-A0A661DB33-F1,56.86
AF-A0A6A0GQA4-F1,37.35
AF-A0A1V2Z9P5-F1,61.03
AF-A0A4R3PVS5-F1,79.26
AF-A0A0F9LLG3-F1,45.70
AF-A0A1X6YDH4-F1,60.27
AF-A0A2S4GUJ6-F1,49.22
AF-A0A5J4P8V5-F1,80.89
AF-A0A2V3I2G5-F1,36.04
AF-A0A7C1V5G6-F1,66.74
AF-A0A3D5FQM5-F1,45.17
AF-A0A4U0Z3N9-F1,51.05
AF-A0A183EP00-F1,63.83
AF-A0A0F8WHU1-F1,47.43
AF-A0A2S8K530-F1,38.77
AF-A0A7S3HJ07-F1,38.51
AF-A0A401K267-F1,47.42
AF-A0A402FV61-F1,56.96
AF-A0A418RSA4-F1,54.31
AF-A0A2H0LW71-F1,46.26
AF-A0A1Q8E7D6-F1,34.49
AF-X0UXX5-F1,43.58
AF-E7G4B8-F1,37.61
AF-A0A527H248-F1,38.88
AF-A0A4U9TFA6-F1,57.24
AF-A0A7S2Z7V7-F1,39.95
AF-A0A6N8XWW7-F1,43.20
AF-A0A0N4XBJ0-F1,52.23
AF-K2DS48-F1,36.29
AF-A0A5A9PN70-F1,74.24
AF-A0A2S9IXR6-F1,46.81
AF-A0A257TGQ0-F1,61.14
AF-A0A3P1YER9-F1,32.82
AF-A0A022QP81-F1,68.81
AF-A0A7Y4MG72-F1,58.60
AF-A0A0E9P6J2-F1,76.48
AF-A0A0K9R426-F1,70.31
AF-A0A453C1P2-F1,60.10
AF-A0A6M8BDN4-F1,38.70
AF-A0A2V5NMJ2-F1,48.32
AF-X1AZ52-F1,70.77
AF-A0A7G2D3G8-F1,66.54
AF-A0A402BT90-F1,57.11
AF-A0A0S8F2M4-F1,47.34
AF-A0A7I7MAK3-F1,56.42
AF-A0A243QKD0-F1,35.59
AF-A0A0F4GIN6-F1,46.91
AF-A0A0G0RNR7-F1,65.67
AF-A0A7W6WMB9-F1,58.66
AF-A0A359LSJ6-F1,49.93
AF-I2CRY6-F1,44.50
AF-F1KY61-F1,44.55
AF-A0A2X4ZJ05-F1,54.01
AF-A0A1R4HBK2-F1,74.58
AF-A0A4U0XYH5-F1,50.90
AF-A0A659YW17-F1,47.91
AF-A0A2D0N3F2-F1,62.19
AF-A0A268QV39-F1,52.35
AF-A0A081D8N0-F1,61.10
AF-H7BYF7-F1,77.53
AF-A0A2X2RVK2-F1,36.52
AF-A0A2T1G7L4-F1,43.24
AF-A0A820VM36-F1,46.63
AF-W4JQT6-F1,39.24
AF-A0A4Y2PXS8-F1,61.71
AF-F0EH29-F1,82.04
AF-A0A7J4LEH1-F1,43.87
AF-A0A538RQC3-F1,43.59
AF-A0A2H6JXX4-F1,59.98
AF-A0A351QVX6-F1,52.48
AF-A0A367ZQF3-F1,47.01
AF-E8UBI5-F1,49.52
AF-A0A1X7G900-F1,68.17
AF-A0A4Y2HUL4-F1,37.74
AF-A0A1J5DY20-F1,66.38
AF-A0A830BJ45-F1,67.96
AF-A0A7Y5MPI7-F1,44.33
