ID,pLDDT
AF-A0A840ELA8-F1,37.64
AF-A0A1I2X5I5-F1,50.85
AF-A0A6S7HLZ3-F1,68.82
AF-A0A6P8JNU8-F1,47.03
AF-A0A0P0V5Y0-F1,44.23
AF-A0A7W8W567-F1,39.13
AF-A0A1J5QPG2-F1,38.22
AF-A0A3C1G1P3-F1,59.11
AF-F6Z524-F1,66.07
AF-A0A413GXF1-F1,35.82
AF-A0A6I3TSF5-F1,41.75
AF-K0JV86-F1,85.95
AF-V5H8Y8-F1,60.14
AF-A0A099ZG18-F1,70.80
AF-A0A2B8J9V3-F1,43.98
AF-A0A7X8AZV9-F1,51.72
AF-A0A7J6QZG2-F1,42.41
AF-A0A6P0S651-F1,62.08
AF-A0A7V4Q644-F1,63.45
AF-A0A7J9N6L6-F1,81.05
AF-A0A519PI06-F1,41.94
AF-A0A7S2JPU8-F1,40.13
AF-A0A6G7Z2T4-F1,39.40
AF-C5LKW3-F1,43.48
AF-A0A495ZFI3-F1,62.94
AF-A0A512HSR5-F1,60.66
AF-A0A1Q9PHR5-F1,45.40
AF-X1VBY5-F1,80.82
AF-A0A7J4IH20-F1,54.65
AF-A0A4P7RVV0-F1,49.56
AF-A0A2W7AV62-F1,39.06
AF-A0A7S1JD18-F1,52.21
AF-A0A7W8CIS8-F1,65.86
AF-A0A432SH61-F1,59.88
AF-A0A0A1D1U7-F1,69.66
AF-A0A6F9X348-F1,59.89
AF-A0A7Y5WJ84-F1,50.68
AF-A0A1D6P7G0-F1,61.79
AF-A0A839GQI8-F1,71.54
AF-A0A6B2G6J9-F1,40.73
AF-A0A1U8NJU1-F1,31.94
AF-A0A0S7MIW0-F1,34.29
AF-A0A558IEW6-F1,62.86
AF-W1Y591-F1,54.96
AF-U1N4D9-F1,73.03
AF-A0A0F0LCX4-F1,55.27
AF-A0A2N1DSM6-F1,68.98
AF-A0A521UXW8-F1,78.70
AF-A0A355T1Q4-F1,42.65
AF-A0A6B8RK86-F1,65.79
AF-A0A1G6EIZ9-F1,47.72
AF-A0A6V7I298-F1,46.58
AF-X1QM18-F1,44.32
AF-A0A4S0IAV6-F1,39.23
AF-G3Q377-F1,66.49
AF-A0A524JH57-F1,39.86
AF-A0A3C1BN36-F1,58.64
AF-A0A2R6QQ54-F1,48.21
AF-A0A832H160-F1,50.16
AF-A0A0K2UJC2-F1,79.36
AF-A0A1Y3X2Q8-F1,48.85
AF-A0A1M7R644-F1,45.20
AF-A0A034WSI0-F1,38.72
AF-A0A654ZMF8-F1,70.38
AF-A0A3E0N3T5-F1,48.72
AF-A0A0D2JG74-F1,48.00
AF-A0A1W5DR73-F1,74.11
AF-A0A3M6XVU1-F1,37.85
AF-A0A7W0L155-F1,60.09
AF-F7SLZ7-F1,35.94
AF-A0A381NST7-F1,43.84
AF-A0A1H1TKY1-F1,45.99
AF-A0A0R0LUI7-F1,70.08
AF-A0A444S7M2-F1,30.76
AF-A0A2P6Q2I3-F1,46.96
AF-A0A267FWY4-F1,35.62
AF-A0A6V8EDF8-F1,42.81
AF-A0A3D2X6J1-F1,46.55
AF-A0A259J2H2-F1,44.24
AF-A0A7S2QKH8-F1,44.34
AF-A0A5C3M3H4-F1,60.37
AF-A0A556UED6-F1,58.25
AF-A0A3B6NXG1-F1,53.36
AF-A0A536SVJ4-F1,49.04
AF-A0A1M7H687-F1,58.15
AF-A0A2E3HUS5-F1,61.53
AF-A0A4Q3G3R2-F1,45.83
AF-A0A1B6NX12-F1,33.95
AF-A0A359MCD6-F1,51.67
