ID,pLDDT
0000000105,65.98
0000000021,51.59
0000000026,48.34
0000000102,72.89
0000000028,49.76
0000000085,53.12
0000000054,37.22
0000000082,30.00
0000000053,49.29
0000000066,32.70
0000000142,54.34
0000000145,68.24
0000000139,63.39
0000000061,57.38
0000000013,39.90
0000000137,37.79
0000000130,68.45
0000000068,37.42
0000000014,71.23
0000000079,39.01
0000000121,38.95
0000000005,36.11
0000000002,35.54
0000000126,42.75
0000000070,41.39
0000000128,62.71
0000000077,62.26
0000000042,46.57
0000000093,39.04
0000000039,63.21
0000000045,58.87
0000000094,31.70
0000000037,59.76
0000000113,31.08
0000000114,59.60
0000000030,80.93
0000000131,38.87
0000000069,70.17
0000000015,50.90
0000000012,38.98
0000000136,46.56
0000000144,36.12
0000000138,45.53
0000000060,37.76
0000000067,72.03
0000000143,61.65
0000000083,86.31
0000000052,44.23
0000000029,44.28
0000000084,68.57
0000000055,64.46
0000000027,55.29
0000000103,80.21
0000000104,48.34
0000000020,41.33
0000000115,36.96
0000000031,43.35
0000000036,42.46
0000000112,27.65
0000000038,58.44
0000000044,77.35
0000000095,58.65
0000000043,38.38
0000000092,41.25
0000000076,38.42
0000000071,63.52
0000000129,34.17
0000000003,44.07
0000000127,71.44
0000000078,69.00
0000000120,46.72
0000000004,29.82
0000000035,50.32
0000000049,37.80
0000000098,34.40
0000000111,49.33
0000000116,50.93
0000000032,41.63
0000000040,50.16
0000000091,55.21
0000000118,72.55
0000000047,38.83
0000000096,35.33
0000000072,39.65
0000000075,33.87
0000000009,33.51
0000000123,55.65
0000000007,42.03
0000000000,40.74
0000000124,42.59
0000000149,40.99
0000000011,40.57
0000000135,87.73
0000000132,47.37
0000000016,46.87
0000000064,47.26
0000000140,38.74
0000000018,44.90
0000000147,41.89
0000000063,42.63
0000000087,40.56
0000000056,34.89
0000000109,42.93
0000000080,49.41
0000000051,81.70
0000000107,54.09
0000000023,42.59
0000000024,46.93
0000000100,69.25
0000000089,83.41
0000000058,48.90
0000000001,38.34
0000000125,57.22
0000000122,35.25
0000000006,64.15
0000000074,43.02
0000000008,49.04
0000000073,78.67
0000000046,82.41
0000000097,35.19
0000000041,41.21
0000000090,43.47
0000000119,41.52
0000000117,63.06
0000000033,35.42
0000000034,51.37
0000000048,84.46
0000000099,34.08
0000000110,80.13
0000000025,43.70
0000000101,56.61
0000000088,47.60
0000000059,38.79
0000000106,30.24
0000000022,44.76
0000000108,49.11
0000000081,34.00
0000000050,44.44
0000000086,36.07
0000000057,40.48
0000000146,52.19
0000000062,58.69
0000000065,43.79
0000000141,50.23
0000000019,57.89
0000000133,47.78
0000000017,69.46
0000000148,34.05
0000000010,83.00
0000000134,42.79
