ID,pLDDT
AF-A0A419W7G3-F1,77.35
AF-A0A397SUP4-F1,46.87
AF-A0A561TU30-F1,42.39
AF-A0A821QD24-F1,51.55
AF-A0A848XLZ2-F1,45.34
AF-A0A6B0SDY1-F1,48.40
AF-W6NA44-F1,47.83
AF-A0A556V1Q8-F1,28.36
AF-A0A0D2MXF2-F1,40.06
AF-A0A0B7K6U5-F1,47.67
AF-A0A087U7Y0-F1,46.63
AF-X1CEW9-F1,42.32
AF-A0A1I0C157-F1,43.45
AF-A0A820I3P8-F1,51.89
AF-A0A518HBP3-F1,52.89
AF-A0A661DB33-F1,51.71
AF-A0A1V2Z9P5-F1,59.23
AF-A0A6A0GQA4-F1,46.02
AF-D6SLS7-F1,71.20
AF-A0A699XRD6-F1,76.43
AF-N1LES8-F1,38.93
AF-A0A7Y0M0A9-F1,36.90
AF-A0A2G2LLF9-F1,48.49
AF-A0A2S4GUJ6-F1,41.82
AF-A0A5J4P8V5-F1,81.78
AF-A0A1X6YDH4-F1,55.67
AF-A0A2V3I2G5-F1,31.45
AF-A0A4R3PVS5-F1,76.01
AF-A0A0F9LLG3-F1,44.39
AF-E6Q3L3-F1,31.45
AF-A0A183EP00-F1,57.39
AF-A0A0F8WHU1-F1,38.19
AF-A0A401K267-F1,38.02
AF-A0A7S3HJ07-F1,34.89
AF-A0A402FV61-F1,48.44
AF-A0A2S8K530-F1,32.57
AF-A0A3D5FQM5-F1,45.36
AF-A0A7C1V5G6-F1,63.72
AF-A0A4U0Z3N9-F1,56.72
AF-A0A527H248-F1,43.03
AF-A0A4U9TFA6-F1,81.56
AF-A0A7S2Z7V7-F1,39.65
AF-A0A2H0LW71-F1,46.48
AF-A0A1Q8E7D6-F1,30.23
AF-A0A418RSA4-F1,53.42
AF-A0A5A9PN70-F1,34.07
AF-A0A2S9IXR6-F1,48.12
AF-A0A257TGQ0-F1,72.22
AF-A0A3P1YER9-F1,28.20
AF-A0A6N8XWW7-F1,43.82
AF-A0A0N4XBJ0-F1,62.51
AF-L5N2V4-F1,51.79
AF-A0A6M8BDN4-F1,37.13
AF-A0A2V5NMJ2-F1,43.77
AF-A0A0E9P6J2-F1,81.54
AF-A0A022QP81-F1,67.93
AF-A0A7Y4MG72-F1,78.06
AF-A0A0K9R426-F1,60.77
AF-A0A453C1P2-F1,75.95
AF-A0A435IHH7-F1,59.34
AF-V2YIC2-F1,28.59
AF-A0A6P0J0E2-F1,44.11
AF-X1BCD7-F1,47.87
AF-A0A6N7GT48-F1,33.86
AF-W1XR28-F1,56.21
AF-A0A6L5I2Z6-F1,36.36
AF-A0A256YFJ9-F1,34.14
AF-A0A4R8HZH2-F1,75.52
AF-A0A0G1WYU6-F1,65.78
AF-A0A1J3EP11-F1,39.69
AF-T1BQ88-F1,40.97
AF-A0A0D6JQJ1-F1,56.81
AF-A0A838CKZ4-F1,26.43
AF-A0A2H3E5S3-F1,44.19
AF-A0A439MVD7-F1,70.05
AF-A0A061GND5-F1,41.65
AF-A0A379SNN5-F1,46.65
AF-A0A0P0W7D7-F1,39.53
AF-A0A6I5G1W0-F1,44.41
AF-A0A813LGG5-F1,33.62
AF-A0A0F9TZ47-F1,40.46
AF-A0A829GJ55-F1,34.01
AF-A0A3D1HBI3-F1,50.48
AF-A0A3B6XZK8-F1,73.65
AF-F0EH29-F1,80.89
AF-A0A433NM79-F1,41.98
AF-A0A2G5K7X4-F1,49.31
AF-A0A5A5TLM6-F1,35.73
AF-A0A645EBM8-F1,43.79
AF-E8UBI5-F1,56.35
AF-A0A5N5GEE5-F1,26.89
AF-A0A3A5S478-F1,35.61
AF-A0A7R9TP45-F1,64.62
AF-H7BYF7-F1,85.43
AF-A0A1I8B2J4-F1,44.08
AF-A0A317BNN0-F1,48.79
AF-W4JQT6-F1,40.70
AF-A0A496MZR8-F1,46.62
AF-A0A174S834-F1,60.75
AF-A0A1W0VL01-F1,40.86
AF-A0A0R1GYU7-F1,52.62
AF-A0A538EV14-F1,33.07
AF-A0A094CJ59-F1,44.63
AF-I2CRY6-F1,49.19
AF-A0A5J4UPB1-F1,54.54
AF-F1KY61-F1,31.23
AF-A0A6I9N0C2-F1,39.03
AF-A0A1R3G920-F1,79.40
AF-A0A840YR84-F1,76.07
AF-A0A315VTW4-F1,66.21
AF-A0A812JRI4-F1,58.12
AF-A0A495YUY2-F1,82.27
AF-A0A7C6JII8-F1,63.55
AF-A0A7V8YEA1-F1,32.39
AF-A0A3M6XVU1-F1,31.38
AF-A0A3E0N3T5-F1,61.30
AF-A0A654ZMF8-F1,80.19
AF-A0A1W5DR73-F1,85.64
AF-A0A0D2JG74-F1,46.73
AF-A0A034WSI0-F1,41.26
AF-A0A1Y3X2Q8-F1,54.02
AF-A0A1M7R644-F1,52.03
AF-A0A0K2UJC2-F1,59.96
AF-A0A832H160-F1,42.33
AF-H1LZV8-F1,52.33
AF-A0A3C1BN36-F1,52.56
AF-A0A524JH57-F1,37.36
AF-A0A2R6QQ54-F1,36.46
AF-A0A4S0IAV6-F1,38.07
AF-A0A6V7I298-F1,35.68
AF-A0A6B8RK86-F1,72.50
AF-A0A1G6EIZ9-F1,33.81
AF-A0A355T1Q4-F1,35.26
AF-A0A521UXW8-F1,62.50
AF-A0A2N1DSM6-F1,76.08
AF-A0A0F0LCX4-F1,51.72
AF-A0A0S7MIW0-F1,34.21
AF-A0A1U8NJU1-F1,43.34
AF-A0A6B2G6J9-F1,33.90
AF-A0A558IEW6-F1,47.45
AF-A0A839GQI8-F1,59.07
AF-E3MV22-F1,71.62
AF-A0A1D6P7G0-F1,60.16
AF-A0A7Y5WJ84-F1,58.06
AF-A0A0A1D1U7-F1,79.55
AF-A0A6F9X348-F1,60.64
AF-A0A432SH61-F1,69.30
AF-A0A7W8CIS8-F1,61.85
