ID,pLDDT
AF-A0A5K1C8V1-F1,48.81
AF-A0A812YM64-F1,41.47
AF-A0A2K1J7F7-F1,45.45
AF-A0A442UPB2-F1,37.04
AF-A0A3D5AVD5-F1,30.48
AF-A0A0A9TXR0-F1,62.59
AF-A0A257Q207-F1,72.92
AF-A0A7L5SM42-F1,77.57
AF-F6Z524-F1,69.82
AF-A0A7J9AF42-F1,34.88
AF-A0A841ZB47-F1,40.85
AF-A0A367G448-F1,39.95
AF-V5H8Y8-F1,64.91
AF-K0JV86-F1,69.70
AF-A0A7J2J7Z3-F1,58.70
AF-A0A0F8ZA58-F1,27.75
AF-A0A6H5GDX5-F1,52.41
AF-A0A2X0M3K3-F1,72.02
AF-X1VBY5-F1,77.80
AF-A0A7C3FJ46-F1,26.53
AF-A0A137QL66-F1,58.75
AF-C5LKW3-F1,54.42
AF-A0A6P0TRC5-F1,55.85
AF-A0A7S2S274-F1,23.99
AF-A0A7S4V5K7-F1,29.99
AF-A0A534U6D8-F1,59.30
AF-A0A5N9CSR4-F1,30.99
AF-A0A7S2DK77-F1,33.00
AF-A0A7S3F2L8-F1,46.12
AF-A0A2A7U0K4-F1,41.96
AF-U1N4D9-F1,57.92
AF-A0A4Q3G3R2-F1,38.61
AF-W1Y591-F1,42.16
AF-A0A1B6NX12-F1,31.30
AF-A0A359MCD6-F1,42.87
AF-A0A7G9YWN2-F1,47.18
AF-X1QM18-F1,42.68
AF-A0A534V5D6-F1,28.12
AF-G3Q377-F1,59.17
AF-A0A540V781-F1,83.85
AF-A0A382Z0I4-F1,34.56
AF-A0A1Y3S2Q3-F1,55.42
AF-A0A402FGV5-F1,26.18
AF-A0A7W0L155-F1,81.12
AF-A0A1H1TKY1-F1,42.30
AF-A0A0R0LUI7-F1,76.26
AF-A0A381NST7-F1,39.23
AF-A0A444S7M2-F1,22.46
AF-A0A267FWY4-F1,39.57
AF-A0A2P6Q2I3-F1,43.11
AF-A0A6V8EDF8-F1,39.58
AF-A0A3D2X6J1-F1,54.72
AF-A0A259J2H2-F1,27.39
AF-A0A5C3M3H4-F1,57.65
AF-A0A7S2QKH8-F1,36.69
AF-A0A556UED6-F1,77.93
AF-A0A3B6NXG1-F1,64.93
AF-A0A536SVJ4-F1,29.11
AF-A0A1M7H687-F1,78.79
AF-A0A2E3HUS5-F1,83.03
AF-A0A524JH57-F1,34.81
AF-A0A3C1BN36-F1,61.73
AF-A0A2R6QQ54-F1,23.55
AF-A0A832H160-F1,35.54
AF-A0A0K2UJC2-F1,58.96
AF-F7SLZ7-F1,23.72
AF-A0A1Y3X2Q8-F1,37.03
AF-A0A1M7R644-F1,38.75
AF-A0A034WSI0-F1,39.72
AF-A0A3E0N3T5-F1,45.65
AF-A0A654ZMF8-F1,74.43
AF-A0A1W5DR73-F1,70.14
AF-A0A0D2JG74-F1,44.97
AF-A0A3M6XVU1-F1,27.66
AF-A0A839GQI8-F1,77.59
AF-A0A0S7MIW0-F1,33.67
AF-A0A1U8NJU1-F1,28.07
AF-A0A6B2G6J9-F1,33.22
AF-A0A558IEW6-F1,35.09
AF-A0A0F0LCX4-F1,45.65
AF-A0A521UXW8-F1,72.74
AF-A0A2N1DSM6-F1,70.75
AF-A0A355T1Q4-F1,26.80
AF-W2YLR8-F1,42.03
AF-A0A6B8RK86-F1,73.86
AF-A0A1G6EIZ9-F1,25.82
AF-A0A6V7I298-F1,33.68
AF-A0A4S0IAV6-F1,28.68
AF-A0A7S2JPU8-F1,28.43
AF-A0A6G7Z2T4-F1,37.23
AF-A0A495ZFI3-F1,53.65
AF-R9UL48-F1,47.40
AF-A0A512HSR5-F1,64.68
AF-H3H3R0-F1,40.96
AF-A0A1Q9PHR5-F1,47.89
AF-A0A4P7RVV0-F1,39.18
AF-A0A7J4IH20-F1,41.29
AF-A0A432SH61-F1,42.33
AF-A0A7W8CIS8-F1,41.86
AF-A0A7S1JD18-F1,75.10
AF-A0A2W7AV62-F1,34.33
AF-A0A7Y5WJ84-F1,53.94
AF-A0A0A1D1U7-F1,72.98
AF-A0A6F9X348-F1,55.47
AF-W9V0A8-F1,22.41
AF-A0A1D6P7G0-F1,52.07
AF-N0BBN3-F1,44.40
AF-A0A840ELA8-F1,32.36
AF-A0A1I2X5I5-F1,43.79
AF-A0A6S7HLZ3-F1,64.23
AF-W9ZB35-F1,33.91
AF-A0A6P8JNU8-F1,45.14
AF-A0A0P0V5Y0-F1,33.77
AF-A0A7W8W567-F1,21.06
AF-A0A3C1G1P3-F1,46.09
AF-A0A1J5QPG2-F1,21.42
AF-A0A413GXF1-F1,39.02
AF-A0A6I3TSF5-F1,38.90
AF-A0A099ZG18-F1,68.88
AF-R1E8Y0-F1,40.84
AF-A0A2B8J9V3-F1,40.42
AF-A0A7X8AZV9-F1,44.14
AF-K6YH96-F1,45.93
AF-A0A7J6QZG2-F1,42.96
AF-A0A6P0S651-F1,54.63
AF-A0A7J9N6L6-F1,72.15
AF-A0A519PI06-F1,21.99
AF-A0A7V4Q644-F1,37.89
AF-A0A4R8HZH2-F1,49.05
AF-A0A256YFJ9-F1,36.01
AF-A0A6L5I2Z6-F1,28.10
AF-A0A6N7GT48-F1,33.33
AF-X0UXX5-F1,43.94
AF-E7G4B8-F1,30.74
AF-A0A6P0J0E2-F1,41.48
AF-A0A435IHH7-F1,47.31
AF-K2DS48-F1,31.74
AF-A0A813LGG5-F1,29.29
AF-A0A6I5G1W0-F1,33.50
AF-A0A379SNN5-F1,55.21
AF-A0A0P0W7D7-F1,32.48
AF-A0A439MVD7-F1,43.78
AF-A0A061GND5-F1,47.50
AF-A0A2H3E5S3-F1,55.66
AF-A0A838CKZ4-F1,21.06
AF-X1AZ52-F1,62.91
AF-A0A1J3EP11-F1,35.92
AF-A0A0D6JQJ1-F1,43.62
AF-A0A0G1WYU6-F1,43.82
AF-A0A174S834-F1,63.57
AF-A0A496MZR8-F1,40.64
AF-A0A1I8B2J4-F1,38.80
AF-A0A317BNN0-F1,32.50
AF-A0A7R9TP45-F1,66.33
AF-A0A645EBM8-F1,42.03
AF-A0A5N5GEE5-F1,26.55
AF-A0A3A5S478-F1,32.59
AF-A0A433NM79-F1,31.67
AF-A0A2G5K7X4-F1,33.56
AF-A0A5A5TLM6-F1,32.05
AF-A0A0F9TZ47-F1,34.93
AF-A0A829GJ55-F1,30.91
AF-A0A3D1HBI3-F1,49.21
AF-A0A3B6XZK8-F1,63.28
AF-A0A840YR84-F1,37.07
AF-A0A315VTW4-F1,60.58
AF-A0A812JRI4-F1,37.63
AF-A0A495YUY2-F1,71.96
AF-A0A7C6JII8-F1,55.91
AF-A0A7V8YEA1-F1,29.60
AF-A0A1R3G920-F1,50.14
AF-A0A6I9N0C2-F1,32.30
AF-A0A5J4UPB1-F1,30.36
AF-A0A538EV14-F1,32.59
AF-A0A094CJ59-F1,36.88
AF-A0A1W0VL01-F1,34.07
AF-A0A0R1GYU7-F1,43.60
AF-A0A1I0C157-F1,31.63
AF-A0A820I3P8-F1,46.90
AF-A0A518HBP3-F1,66.90
AF-A0A0B7K6U5-F1,30.10
AF-A0A087U7Y0-F1,40.12
AF-D5QBB1-F1,60.04
AF-A0A556V1Q8-F1,29.75
AF-A0A0D2MXF2-F1,32.37
AF-T1HWS3-F1,36.15
AF-A0A848XLZ2-F1,54.76
AF-A0A6B0SDY1-F1,42.45
AF-A0A419W7G3-F1,70.17
AF-A0A397SUP4-F1,47.05
AF-A0A821QD24-F1,49.86
AF-A0A561TU30-F1,30.05
AF-A0A4R3PVS5-F1,43.65
AF-A0A0F9LLG3-F1,44.17
AF-A0A2V3I2G5-F1,30.31
AF-A0A2S4GUJ6-F1,29.84
AF-A0A5J4P8V5-F1,56.78
AF-A0A1X6YDH4-F1,76.98
AF-A0A7Y0M0A9-F1,27.64
AF-A0A2G2LLF9-F1,43.28
