ID,pLDDT
AF-H3C3T1-F1,45.35
AF-A0A7H8S891-F1,38.43
AF-A0A1M5SIC2-F1,41.77
AF-A0A2P7RKN9-F1,40.10
AF-A0A4D4J1H3-F1,56.25
AF-A0A1G8J9F3-F1,46.43
AF-A0A7Y5MPI7-F1,32.72
AF-A0A402BT90-F1,48.84
AF-A0A1R4HBK2-F1,50.30
AF-A0A538RQC3-F1,55.59
AF-A0A4Y2HUL4-F1,34.01
AF-A0A2R6K291-F1,51.13
AF-R9UL48-F1,36.43
AF-A0A7Y5UA25-F1,29.56
AF-A0A7K4F708-F1,47.89
AF-A0A2D6KTW7-F1,39.75
AF-A0A1X7V7M1-F1,35.19
AF-A0A420I7J6-F1,51.27
AF-F6Z524-F1,37.14
AF-A0A5S3YKE8-F1,38.39
AF-A0A6G1NKW2-F1,43.88
AF-A0A4Z1AWX7-F1,62.07
AF-A0A2W7AV62-F1,38.91
AF-E9GRN9-F1,37.32
AF-A0A0A1D1U7-F1,46.36
AF-A0A7Y5WJ84-F1,54.10
AF-Q4EAS1-F1,37.04
AF-A0A1I2X5I5-F1,62.72
AF-S7U3B2-F1,47.04
AF-A0A0D2JG74-F1,33.11
AF-A0A1W5DR73-F1,54.81
AF-E2CB57-F1,30.96
AF-A0A1Y3X2Q8-F1,69.86
AF-A0A4S0IAV6-F1,38.64
AF-A0A4Q3G3R2-F1,39.83
AF-A0A2E3HUS5-F1,39.01
AF-A0A2A7U0K4-F1,35.88
AF-A0A3D5FQM5-F1,35.47
AF-A0A6N8XWW7-F1,35.54
AF-A0A0D2MXF2-F1,38.85
AF-A0A087U7Y0-F1,76.85
AF-A0A2G2LLF9-F1,54.02
AF-A0A5J4P8V5-F1,45.86
AF-A0A5A5TLM6-F1,40.89
AF-A0A645EBM8-F1,39.56
AF-A0A094CJ59-F1,39.84
AF-A0A1W0VL01-F1,48.76
AF-A0A7C6JII8-F1,49.05
AF-A0A812JRI4-F1,40.44
AF-E6Q3L3-F1,43.41
