ID,pLDDT
AF-E9GRN9-F1,38.65
AF-S7U3B2-F1,37.76
AF-A0A2A7U0K4-F1,43.79
AF-Q4EAS1-F1,34.40
AF-E2CB57-F1,31.70
AF-A0A4Q3G3R2-F1,49.76
AF-A0A2E3HUS5-F1,41.25
AF-A0A1W5DR73-F1,38.95
AF-A0A0D2JG74-F1,34.00
AF-A0A1Y3X2Q8-F1,63.42
AF-A0A4S0IAV6-F1,41.35
AF-A0A2W7AV62-F1,32.70
AF-A0A7Y5WJ84-F1,49.33
AF-A0A0A1D1U7-F1,41.52
AF-A0A1I2X5I5-F1,55.21
AF-A0A645EBM8-F1,42.81
AF-A0A5A5TLM6-F1,42.03
AF-A0A094CJ59-F1,38.42
AF-A0A1W0VL01-F1,47.78
AF-A0A7C6JII8-F1,53.12
AF-A0A812JRI4-F1,44.90
AF-A0A0D2MXF2-F1,38.34
AF-A0A087U7Y0-F1,72.89
AF-A0A2G2LLF9-F1,47.26
AF-A0A5J4P8V5-F1,49.26
AF-E6Q3L3-F1,37.22
AF-A0A3D5FQM5-F1,41.39
AF-A0A6N8XWW7-F1,44.06
AF-A0A402BT90-F1,44.44
AF-H3C3T1-F1,42.93
AF-A0A1R4HBK2-F1,64.47
AF-A0A538RQC3-F1,39.04
AF-A0A4Y2HUL4-F1,30.00
AF-A0A7Y5MPI7-F1,34.16
AF-A0A7H8S891-F1,35.33
AF-A0A1M5SIC2-F1,33.87
AF-A0A2P7RKN9-F1,42.50
AF-A0A4D4J1H3-F1,42.89
AF-A0A1G8J9F3-F1,49.04
AF-R9UL48-F1,45.53
AF-A0A5S3YKE8-F1,55.22
AF-A0A6G1NKW2-F1,46.56
AF-A0A4Z1AWX7-F1,44.75
AF-A0A2D6KTW7-F1,30.24
AF-A0A1X7V7M1-F1,34.08
AF-A0A420I7J6-F1,42.63
AF-A0A7Y5UA25-F1,27.65
AF-A0A7K4F708-F1,72.03
AF-A0A2R6K291-F1,58.87
AF-F6Z524-F1,37.93
